type,id,apidoc_Text
method,org/apache/commons/collections/list/CursorableLinkedList/removeAllNodes/, Removes all nodes by iteration.
method,org/apache/commons/collections/list/CursorableLinkedList/registerCursor/Cursor, Registers a cursor to be notified of changes to this list. @param cursor the cursor to register
method,org/apache/commons/collections/list/CursorableLinkedList/unregisterCursor/Cursor, Deregisters a cursor from the list to be notified of changes. @param cursor the cursor to deregister
method,org/apache/commons/collections/list/CursorableLinkedList/broadcastNodeChanged/Node, Informs all of my registered cursors that the specified element was changed. @param node the node that was changed
method,org/apache/commons/collections/list/CursorableLinkedList/broadcastNodeRemoved/Node, Informs all of my registered cursors that the specified element was just removed from my list. @param node the node that was changed
method,org/apache/commons/collections/list/CursorableLinkedList/broadcastNodeInserted/Node, Informs all of my registered cursors that the specified element was just added to my list. @param node the node that was changed
method,org/apache/commons/collections/list/CursorableLinkedList/createSubListListIterator/LinkedSubList;int, Creates a list iterator for the sublist. @param subList the sublist to get an iterator for @param fromIndex the index to start from, relative to the sublist
method,org/apache/commons/collections/list/CursorableLinkedList/CursorableLinkedList/, Constructor that creates.
method,org/apache/commons/collections/list/CursorableLinkedList/CursorableLinkedList/Collection, Constructor that copies the specified collection @param coll the collection to copy
field,org/apache/commons/collections/list/CursorableLinkedList/cursors,A list of the cursor currently open on this list 
method,org/apache/commons/collections/list/CursorableLinkedList/Cursor/add/Object, Adds an object to the list. The object added here will be the new 'previous' in the iterator. @param obj the object to add
method,org/apache/commons/collections/list/CursorableLinkedList/Cursor/nextIndex/, Gets the index of the next element to be returned. @return the next index
method,org/apache/commons/collections/list/CursorableLinkedList/Cursor/nodeChanged/Node, Handle event from the list when a node has changed. @param node the node that changed
method,org/apache/commons/collections/list/CursorableLinkedList/Cursor/nodeRemoved/Node, Handle event from the list when a node has been removed. @param node the node that was removed
method,org/apache/commons/collections/list/CursorableLinkedList/Cursor/nodeInserted/Node, Handle event from the list when a node has been added. @param node the node that was added
method,org/apache/commons/collections/list/CursorableLinkedList/Cursor/CursorableLinkedList/Cursor/CursorableLinkedList;int, Constructs a new cursor. @param index the index to start from
class,org/apache/commons/collections/list/CursorableLinkedList/SubCursor, A cursor for the sublist based on LinkedSubListIterator. @since Commons Collections 3.2
method,org/apache/commons/collections/list/CursorableLinkedList/SubCursor/hasNext/,
method,org/apache/commons/collections/list/CursorableLinkedList/SubCursor/hasPrevious/,
method,org/apache/commons/collections/list/CursorableLinkedList/SubCursor/nextIndex/,
method,org/apache/commons/collections/list/CursorableLinkedList/SubCursor/add/Object,
method,org/apache/commons/collections/list/CursorableLinkedList/SubCursor/remove/,
method,org/apache/commons/collections/list/CursorableLinkedList/SubCursor/CursorableLinkedList/SubCursor/LinkedSubList;int, Constructs a new cursor. @param index the index to start from
field,org/apache/commons/collections/list/CursorableLinkedList/SubCursor/sub,The parent list 
method,org/apache/commons/collections/list/NodeCachingLinkedList/getMaximumCacheSize/, Gets the maximum size of the cache. @return the maximum cache size
method,org/apache/commons/collections/list/NodeCachingLinkedList/setMaximumCacheSize/int, Sets the maximum size of the cache. @param maximumCacheSize the new maximum cache size
method,org/apache/commons/collections/list/NodeCachingLinkedList/getNodeFromCache/, Gets a node from the cache. If a node is returned, then the value of {@link #cacheSize} is decreased accordingly. The node that is returned will have null values for next, previous and element. @return a node, or null if there are no nodes in the cache.
method,org/apache/commons/collections/list/NodeCachingLinkedList/isCacheFull/, Checks whether the cache is full. @return true if the cache is full
method,org/apache/commons/collections/list/NodeCachingLinkedList/addNodeToCache/Node, Adds a node to the cache, if the cache isn't full. The node's contents are cleared to so they can be garbage collected. @param node the node to add to the cache
method,org/apache/commons/collections/list/NodeCachingLinkedList/createNode/Object, Creates a new node, either by reusing one from the cache or creating a new one. @param value value of the new node @return the newly created node
method,org/apache/commons/collections/list/NodeCachingLinkedList/removeNode/Node, Removes the node from the list, storing it in the cache for reuse if the cache is not yet full. @param node the node to remove
method,org/apache/commons/collections/list/NodeCachingLinkedList/NodeCachingLinkedList/, Constructor that creates.
method,org/apache/commons/collections/list/NodeCachingLinkedList/NodeCachingLinkedList/Collection, Constructor that copies the specified collection @param coll the collection to copy
method,org/apache/commons/collections/list/NodeCachingLinkedList/NodeCachingLinkedList/int, Constructor that species the maximum cache size. @param maximumCacheSize the maximum cache size
field,org/apache/commons/collections/list/NodeCachingLinkedList/DEFAULT_MAXIMUM_CACHE_SIZE, The default value for {@link #maximumCacheSize}.
field,org/apache/commons/collections/list/NodeCachingLinkedList/firstCachedNode, The first cached node, or null if no nodes are cached. Cached nodes are stored in a singly-linked list with next pointing to the next element.
field,org/apache/commons/collections/list/NodeCachingLinkedList/cacheSize, The size of the cache.
field,org/apache/commons/collections/list/NodeCachingLinkedList/maximumCacheSize, The maximum size of the cache.
method,org/apache/commons/collections/list/TransformedList/getList/, Gets the decorated list. @return the decorated list
method,org/apache/commons/collections/list/TransformedList/get/int,
method,org/apache/commons/collections/list/TransformedList/indexOf/Object,
method,org/apache/commons/collections/list/TransformedList/lastIndexOf/Object,
method,org/apache/commons/collections/list/TransformedList/remove/int,
method,org/apache/commons/collections/list/TransformedList/add/int;Object,
method,org/apache/commons/collections/list/TransformedList/addAll/int;Collection,
method,org/apache/commons/collections/list/TransformedList/listIterator/,
method,org/apache/commons/collections/list/TransformedList/listIterator/int,
method,org/apache/commons/collections/list/TransformedList/set/int;Object,
method,org/apache/commons/collections/list/TransformedList/subList/int;int,
class,org/apache/commons/collections/list/TransformedList/TransformedListIterator, Inner class Iterator for the TransformedList
method,org/apache/commons/collections/list/TransformedList/TransformedListIterator/add/Object,
method,org/apache/commons/collections/list/TransformedList/TransformedListIterator/set/Object,
method,org/apache/commons/collections/list/TransformedList/TransformedListIterator/TransformedList/TransformedListIterator/ListIterator,
class,org/apache/commons/collections/list/FixedSizeList, Decorates another List to fix the size preventing add/remove. The add, remove, clear and retain operations are unsupported. The set method is allowed (as it doesn't change the list size). This class is Serializable from Commons Collections 3.1. @since Commons Collections 3.0 @version $Revision: 966315 $ $Date: 2010-07-21 19:03:58 +0200 (Wed, 21 Jul 2010) $ @author Stephen Colebourne @author Paul Jack
method,org/apache/commons/collections/list/FixedSizeList/add/Object,
method,org/apache/commons/collections/list/FixedSizeList/add/int;Object,
method,org/apache/commons/collections/list/FixedSizeList/addAll/Collection,
method,org/apache/commons/collections/list/FixedSizeList/addAll/int;Collection,
method,org/apache/commons/collections/list/FixedSizeList/clear/,
method,org/apache/commons/collections/list/FixedSizeList/get/int,
method,org/apache/commons/collections/list/FixedSizeList/indexOf/Object,
method,org/apache/commons/collections/list/FixedSizeList/iterator/,
method,org/apache/commons/collections/list/FixedSizeList/lastIndexOf/Object,
method,org/apache/commons/collections/list/FixedSizeList/listIterator/,
method,org/apache/commons/collections/list/FixedSizeList/listIterator/int,
method,org/apache/commons/collections/list/FixedSizeList/remove/int,
method,org/apache/commons/collections/list/FixedSizeList/remove/Object,
method,org/apache/commons/collections/list/FixedSizeList/removeAll/Collection,
method,org/apache/commons/collections/list/FixedSizeList/retainAll/Collection,
method,org/apache/commons/collections/list/FixedSizeList/set/int;Object,
method,org/apache/commons/collections/list/FixedSizeList/subList/int;int,
method,org/apache/commons/collections/list/FixedSizeList/isFull/,
method,org/apache/commons/collections/list/FixedSizeList/maxSize/,
method,org/apache/commons/collections/list/PredicatedList/decorated/, Gets the list being decorated. @return the decorated list
method,org/apache/commons/collections/list/PredicatedList/get/int,
method,org/apache/commons/collections/list/PredicatedList/indexOf/Object,
method,org/apache/commons/collections/list/PredicatedList/lastIndexOf/Object,
method,org/apache/commons/collections/list/PredicatedList/remove/int,
method,org/apache/commons/collections/list/PredicatedList/add/int;Object,
method,org/apache/commons/collections/list/PredicatedList/addAll/int;Collection,
method,org/apache/commons/collections/list/PredicatedList/listIterator/,
method,org/apache/commons/collections/list/PredicatedList/listIterator/int,
method,org/apache/commons/collections/list/PredicatedList/set/int;Object,
method,org/apache/commons/collections/list/PredicatedList/subList/int;int,
class,org/apache/commons/collections/list/PredicatedList/PredicatedListIterator, Inner class Iterator for the PredicatedList
method,org/apache/commons/collections/list/PredicatedList/PredicatedListIterator/add/Object,
method,org/apache/commons/collections/list/PredicatedList/PredicatedListIterator/set/Object,
method,org/apache/commons/collections/list/PredicatedList/PredicatedListIterator/PredicatedList/PredicatedListIterator/ListIterator,
method,org/apache/commons/collections/list/LazyList/subList/int;int,
field,org/apache/commons/collections/list/LazyList/factory,The factory to use to lazily instantiate the objects 
class,org/apache/commons/collections/functors/MapTransformer, Transformer implementation that returns the value held in a specified map using the input parameter as a key. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/MapTransformer/getInstance/Map, Factory to create the transformer. If the map is null, a transformer that always returns null is returned. @param map the map, not cloned @return the transformer
method,org/apache/commons/collections/functors/MapTransformer/transform/Object, Transforms the input to result by looking it up in a Map. @param input the input object to transform @return the transformed result
method,org/apache/commons/collections/functors/MapTransformer/getMap/, Gets the map to lookup in. @return the map @since Commons Collections 3.1
method,org/apache/commons/collections/functors/FactoryTransformer/getFactory/, Gets the factory. @return the factory @since Commons Collections 3.1
class,org/apache/commons/collections/functors/InstantiateFactory, Factory implementation that creates a new object instance by reflection. @since Commons Collections 3.0 @version $Revision: 815049 $ $Date: 2009-09-15 07:55:08 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/InstantiateFactory/getInstance/Class;Class[];Object[], Factory method that performs validation. @param classToInstantiate the class to instantiate, not null @param paramTypes the constructor parameter types @param args the constructor arguments @return a new instantiate factory
method,org/apache/commons/collections/functors/InstantiateFactory/create/, Creates an object using the stored constructor. @return the new object
method,org/apache/commons/collections/functors/InstantiateFactory/InstantiateFactory/Class, Constructor that performs no validation. Use getInstance if you want that. @param classToInstantiate the class to instantiate
method,org/apache/commons/collections/functors/InstantiateFactory/InstantiateFactory/Class;Class[];Object[], Constructor that performs no validation. Use getInstance if you want that. @param classToInstantiate the class to instantiate @param paramTypes the constructor parameter types, not cloned @param args the constructor arguments, not cloned
method,org/apache/commons/collections/functors/StringValueTransformer/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
field,org/apache/commons/collections/functors/StringValueTransformer/INSTANCE,Singleton predicate instance 
interface,org/apache/commons/collections/functors/PredicateDecorator, Defines a predicate that decorates one or more other predicates. This interface enables tools to access the decorated predicates. @since Commons Collections 3.1 @version $Revision: 815052 $ $Date: 2009-09-15 07:55:14 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne @author Stephen Kestle
class,org/apache/commons/collections/functors/PrototypeFactory, Factory implementation that creates a new instance each time based on a prototype. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
class,org/apache/commons/collections/functors/UniquePredicate, Predicate implementation that returns true the first time an object is passed into the predicate. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/UniquePredicate/getInstance/, Factory to create the predicate. @return the predicate @throws IllegalArgumentException if the predicate is null
method,org/apache/commons/collections/functors/UniquePredicate/evaluate/Object, Evaluates the predicate returning true if the input object hasn't been received yet. @param object the input object @return true if this is the first time the object is seen
method,org/apache/commons/collections/functors/UniquePredicate/UniquePredicate/, Constructor that performs no validation. Use getInstance if you want that.
class,org/apache/commons/collections/functors/TruePredicate, Predicate implementation that always returns true. @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne @author Stephen Kestle
method,org/apache/commons/collections/functors/TruePredicate/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1 @deprecated
method,org/apache/commons/collections/functors/TruePredicate/truePredicate/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
method,org/apache/commons/collections/functors/TruePredicate/evaluate/Object, Evaluates the predicate returning true always. @param object the input object @return true always
field,org/apache/commons/collections/functors/TruePredicate/INSTANCE,Singleton predicate instance 
method,org/apache/commons/collections/functors/NonePredicate/evaluate/Object, Evaluates the predicate returning false if any stored predicate returns false. @param object the input object @return true if none of decorated predicates return true
method,org/apache/commons/collections/functors/NonePredicate/getPredicates/, Gets the predicates, do not modify the array. @return the predicates @since Commons Collections 3.1
method,org/apache/commons/collections/functors/NonePredicate/NonePredicate/Predicate[], Constructor that performs no validation. Use getInstance if you want that. @param predicates the predicates to check, not cloned, not null
method,org/apache/commons/collections/functors/TransformerClosure/getTransformer/, Gets the transformer. @return the transformer @since Commons Collections 3.1
method,org/apache/commons/collections/functors/SwitchClosure/execute/Object, Executes the closure whose matching predicate returns true @param input the input object
method,org/apache/commons/collections/functors/SwitchClosure/getPredicates/, Gets the predicates, do not modify the array. @return the predicates @since Commons Collections 3.1
method,org/apache/commons/collections/functors/SwitchClosure/getClosures/, Gets the closures, do not modify the array. @return the closures @since Commons Collections 3.1
method,org/apache/commons/collections/functors/SwitchClosure/getDefaultClosure/, Gets the default closure. @return the default closure @since Commons Collections 3.1
class,org/apache/commons/collections/functors/ChainedClosure, Closure implementation that chains the specified closures together. @since Commons Collections 3.0 @version $Revision: 966368 $ $Date: 2010-07-21 21:07:52 +0200 (Wed, 21 Jul 2010) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/ChainedClosure/getInstance/Closure;Closure, Factory method that performs validation. @param closure1 the first closure, not null @param closure2 the second closure, not null @return the chained closure @throws IllegalArgumentException if either closure is null
method,org/apache/commons/collections/functors/ChainedClosure/execute/Object, Execute a list of closures. @param input the input object passed to each closure
method,org/apache/commons/collections/functors/ChainedClosure/getClosures/, Gets the closures, do not modify the array. @return the closures @since Commons Collections 3.1
class,org/apache/commons/collections/functors/AndPredicate, Predicate implementation that returns true if both the predicates return true. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/AndPredicate/getInstance/Predicate;Predicate, Factory to create the predicate. @param predicate1 the first predicate to check, not null @param predicate2 the second predicate to check, not null @return the and predicate @throws IllegalArgumentException if either predicate is null
method,org/apache/commons/collections/functors/AndPredicate/evaluate/Object, Evaluates the predicate returning true if both predicates return true. @param object the input object @return true if both decorated predicates return true
method,org/apache/commons/collections/functors/AndPredicate/getPredicates/, Gets the two predicates being decorated as an array. @return the predicates @since Commons Collections 3.1
method,org/apache/commons/collections/functors/AndPredicate/AndPredicate/Predicate;Predicate, Constructor that performs no validation. Use getInstance if you want that. @param predicate1 the first predicate to check, not null @param predicate2 the second predicate to check, not null
method,org/apache/commons/collections/functors/ClosureTransformer/transform/Object, Transforms the input to result by executing a closure. @param input the input object to transform @return the transformed result
method,org/apache/commons/collections/functors/ClosureTransformer/getClosure/, Gets the closure. @return the closure @since Commons Collections 3.1
class,org/apache/commons/collections/functors/EqualPredicate, Predicate implementation that returns true if the input is the same object as the one stored in this predicate by equals. @since Commons Collections 3.0 @version $Revision: 815046 $ $Date: 2009-09-15 07:55:02 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/EqualPredicate/equalPredicate/Object, Factory to create the identity predicate. @param object the object to compare to @return the predicate @throws IllegalArgumentException if the predicate is null
method,org/apache/commons/collections/functors/EqualPredicate/evaluate/Object, Evaluates the predicate returning true if the input equals the stored value. @param object the input object @return true if input object equals stored value
method,org/apache/commons/collections/functors/EqualPredicate/getValue/, Gets the value. @return the value @since Commons Collections 3.1
method,org/apache/commons/collections/functors/EqualPredicate/EqualPredicate/Object, Constructor that performs no validation. Use getInstance if you want that. @param object the object to compare to
class,org/apache/commons/collections/functors/NullIsFalsePredicate, Predicate implementation that returns false if the input is null. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/NullIsFalsePredicate/getInstance/Predicate, Factory to create the null false predicate. @param predicate the predicate to decorate, not null @return the predicate @throws IllegalArgumentException if the predicate is null
class,org/apache/commons/collections/functors/TransformerPredicate, Predicate implementation that returns the result of a transformer. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/TransformerPredicate/getInstance/Transformer, Factory to create the predicate. @param transformer the transformer to decorate @return the predicate @throws IllegalArgumentException if the transformer is null
method,org/apache/commons/collections/functors/TransformerPredicate/evaluate/Object, Evaluates the predicate returning the result of the decorated transformer. @param object the input object @return true if decorated transformer returns Boolean.TRUE @throws FunctorException if the transformer returns an invalid type
method,org/apache/commons/collections/functors/TransformerPredicate/getTransformer/, Gets the transformer. @return the transformer @since Commons Collections 3.1
method,org/apache/commons/collections/functors/TransformerPredicate/TransformerPredicate/Transformer, Constructor that performs no validation. Use getInstance if you want that. @param transformer the transformer to decorate
class,org/apache/commons/collections/functors/ExceptionFactory, Factory implementation that always throws an exception. @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/ExceptionFactory/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
field,org/apache/commons/collections/functors/ExceptionFactory/INSTANCE,Singleton predicate instance 
class,org/apache/commons/collections/functors/ExceptionPredicate, Predicate implementation that always throws an exception. @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/ExceptionPredicate/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
field,org/apache/commons/collections/functors/ExceptionPredicate/INSTANCE,Singleton predicate instance 
class,org/apache/commons/collections/functors/InstanceofPredicate, Predicate implementation that returns true if the input is an instanceof the type stored in this predicate. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/InstanceofPredicate/evaluate/Object, Evaluates the predicate returning true if the input object is of the correct type. @param object the input object @return true if input is of stored type
method,org/apache/commons/collections/functors/InstanceofPredicate/getType/, Gets the type to compare to. @return the type @since Commons Collections 3.1
method,org/apache/commons/collections/functors/InstanceofPredicate/InstanceofPredicate/Class, Constructor that performs no validation. Use getInstance if you want that. @param type the type to check for
method,org/apache/commons/collections/functors/TransformedPredicate/getTransformer/, Gets the transformer in use. @return the transformer
method,org/apache/commons/collections/functors/TransformedPredicate/TransformedPredicate/Transformer;Predicate, Constructor that performs no validation. Use getInstance if you want that. @param transformer the transformer to use @param predicate the predicate to decorate
method,org/apache/commons/collections/functors/AnyPredicate/evaluate/Object, Evaluates the predicate returning true if any predicate returns true. @param object the input object @return true if any decorated predicate return true
method,org/apache/commons/collections/functors/AnyPredicate/getPredicates/, Gets the predicates, do not modify the array. @return the predicates @since Commons Collections 3.1
method,org/apache/commons/collections/functors/AnyPredicate/AnyPredicate/Predicate[], Constructor that performs no validation. Use getInstance if you want that. @param predicates the predicates to check, not cloned, not null
method,org/apache/commons/collections/functors/IfClosure/getInstance/Predicate;Closure;Closure, Factory method that performs validation. @param predicate predicate to switch on @param trueClosure closure used if true @param falseClosure closure used if false @return the if closure @throws IllegalArgumentException if any argument is null
method,org/apache/commons/collections/functors/IfClosure/execute/Object, Executes the true or false closure accoring to the result of the predicate. @param input the input object
method,org/apache/commons/collections/functors/IfClosure/getPredicate/, Gets the predicate. @return the predicate @since Commons Collections 3.1
method,org/apache/commons/collections/functors/IfClosure/IfClosure/Predicate;Closure, Constructor that performs no validation. Use getInstance if you want that. This constructor creates a closure that performs no action when the predicate is false. @param predicate predicate to switch on, not null @param trueClosure closure used if true, not null @since Commons Collections 3.2
method,org/apache/commons/collections/functors/IfClosure/IfClosure/Predicate;Closure;Closure, Constructor that performs no validation. Use getInstance if you want that. @param predicate predicate to switch on, not null @param trueClosure closure used if true, not null @param falseClosure closure used if false, not null
class,org/apache/commons/collections/functors/IdentityPredicate, Predicate implementation that returns true if the input is the same object as the one stored in this predicate. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/IdentityPredicate/getInstance/Object, Factory to create the identity predicate. @param object the object to compare to @return the predicate @throws IllegalArgumentException if the predicate is null
method,org/apache/commons/collections/functors/IdentityPredicate/evaluate/Object, Evaluates the predicate returning true if the input object is identical to the stored object. @param object the input object @return true if input is the same object as the stored value
method,org/apache/commons/collections/functors/IdentityPredicate/getValue/, Gets the value. @return the value @since Commons Collections 3.1
method,org/apache/commons/collections/functors/IdentityPredicate/IdentityPredicate/Object, Constructor that performs no validation. Use getInstance if you want that. @param object the object to compare to
class,org/apache/commons/collections/functors/NOPTransformer, Transformer implementation that does nothing. @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/NOPTransformer/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
method,org/apache/commons/collections/functors/NOPTransformer/transform/Object, Transforms the input to result by doing nothing. @param input the input object to transform @return the transformed result which is the input
field,org/apache/commons/collections/functors/NOPTransformer/INSTANCE,Singleton predicate instance 
method,org/apache/commons/collections/functors/ForClosure/getInstance/int;Closure, Factory method that performs validation. A null closure or zero count returns the NOPClosure. A count of one returns the specified closure. @param count the number of times to execute the closure @param closure the closure to execute, not null @return the for closure
method,org/apache/commons/collections/functors/ForClosure/execute/Object, Executes the closure count times. @param input the input object
method,org/apache/commons/collections/functors/ForClosure/getClosure/, Gets the closure. @return the closure @since Commons Collections 3.1
method,org/apache/commons/collections/functors/ForClosure/getCount/, Gets the count. @return the count @since Commons Collections 3.1
method,org/apache/commons/collections/functors/ForClosure/ForClosure/int;Closure, Constructor that performs no validation. Use getInstance if you want that. @param count the number of times to execute the closure @param closure the closure to execute, not null
class,org/apache/commons/collections/functors/NOPClosure, Closure implementation that does nothing. @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/NOPClosure/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
method,org/apache/commons/collections/functors/NOPClosure/execute/Object, Do nothing. @param input the input object
field,org/apache/commons/collections/functors/NOPClosure/INSTANCE,Singleton predicate instance 
method,org/apache/commons/collections/functors/AllPredicate/evaluate/Object, Evaluates the predicate returning true if all predicates return true. @param object the input object @return true if all decorated predicates return true
method,org/apache/commons/collections/functors/AllPredicate/getPredicates/, Gets the predicates, do not modify the array. @return the predicates @since Commons Collections 3.1
method,org/apache/commons/collections/functors/AllPredicate/AllPredicate/Predicate[], Constructor that performs no validation. Use getInstance if you want that. @param predicates the predicates to check, not cloned, not null
method,org/apache/commons/collections/functors/PredicateTransformer/getPredicate/, Gets the predicate. @return the predicate @since Commons Collections 3.1
class,org/apache/commons/collections/functors/CloneTransformer, Transformer implementation that returns a clone of the input object. Clone is performed using PrototypeFactory.getInstance(input).create(). @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/CloneTransformer/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
method,org/apache/commons/collections/functors/CloneTransformer/transform/Object, Transforms the input to result by cloning it. @param input the input object to transform @return the transformed result
field,org/apache/commons/collections/functors/CloneTransformer/INSTANCE,Singleton predicate instance 
method,org/apache/commons/collections/functors/ConstantTransformer/getNullInstance/, Get a typed null instance. @param @param @return Transformer that always returns null.
method,org/apache/commons/collections/functors/ConstantTransformer/getInstance/Object, Transformer method that performs validation. @param constantToReturn the constant object to return each time in the factory @return the constant factory.
method,org/apache/commons/collections/functors/ConstantTransformer/transform/Object, Transforms the input by ignoring it and returning the stored constant instead. @param input the input object which is ignored @return the stored constant
method,org/apache/commons/collections/functors/ConstantTransformer/getConstant/, Gets the constant. @return the constant @since Commons Collections 3.1
method,org/apache/commons/collections/functors/ConstantTransformer/ConstantTransformer/Object, Constructor that performs no validation. Use getInstance if you want that. @param constantToReturn the constant to return each time
field,org/apache/commons/collections/functors/ConstantTransformer/NULL_INSTANCE,Returns null each time 
method,org/apache/commons/collections/functors/SwitchTransformer/getPredicates/, Gets the predicates, do not modify the array. @return the predicates @since Commons Collections 3.1
method,org/apache/commons/collections/functors/SwitchTransformer/getTransformers/, Gets the transformers, do not modify the array. @return the transformers @since Commons Collections 3.1
method,org/apache/commons/collections/functors/SwitchTransformer/getDefaultTransformer/, Gets the default transformer. @return the default transformer @since Commons Collections 3.1
class,org/apache/commons/collections/functors/FalsePredicate, Predicate implementation that always returns false. @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/FalsePredicate/getInstance/, Get a typed instance. @return the singleton instance @since Commons Collections 3.1 @deprecated use {@link #falsePredicate()} instead.
method,org/apache/commons/collections/functors/FalsePredicate/falsePredicate/, Get a typed instance. @return the singleton instance @since Commons Collections 5
method,org/apache/commons/collections/functors/FalsePredicate/evaluate/Object, Evaluates the predicate returning false always. @param object the input object @return false always
field,org/apache/commons/collections/functors/FalsePredicate/INSTANCE,Singleton predicate instance 
class,org/apache/commons/collections/functors/InstantiateTransformer, Transformer implementation that creates a new object instance by reflection. @since Commons Collections 3.0 @version $Revision: 966368 $ $Date: 2010-07-21 21:07:52 +0200 (Wed, 21 Jul 2010) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/InstantiateTransformer/getInstance/, Get a typed no-arg instance. @param @return Transformer, T>
method,org/apache/commons/collections/functors/InstantiateTransformer/getInstance/Class[];Object[], Transformer method that performs validation. @param paramTypes the constructor parameter types @param args the constructor arguments @return an instantiate transformer
method,org/apache/commons/collections/functors/InstantiateTransformer/transform/Class, Transforms the input Class object to a result by instantiation. @param input the input object to transform @return the transformed result
method,org/apache/commons/collections/functors/InstantiateTransformer/InstantiateTransformer/Class[];Object[], Constructor that performs no validation. Use getInstance if you want that. @param paramTypes the constructor parameter types, not cloned @param args the constructor arguments, not cloned
field,org/apache/commons/collections/functors/InstantiateTransformer/NO_ARG_INSTANCE,Singleton instance that uses the no arg constructor 
class,org/apache/commons/collections/functors/NotNullPredicate, Predicate implementation that returns true if the input is not null. @since Commons Collections 3.0 @version $Revision: 894507 $ $Date: 2009-12-30 00:12:18 +0100 (Wed, 30 Dec 2009) $ @author Stephen Colebourne
method,org/apache/commons/collections/functors/NotNullPredicate/getInstance/, Factory returning the singleton instance. @return the singleton instance @since Commons Collections 3.1
method,org/apache/commons/collections/functors/NotNullPredicate/evaluate/Object, Evaluates the predicate returning true if the object does not equal null. @param object the object to evaluate @return true if not null
field,org/apache/commons/collections/functors/NotNullPredicate/INSTANCE,Singleton predicate instance 
class,org/apache/commons/collections/functors/NotPredicate, Predicate implementation that returns the opposite of the decorated predicate. @since Commons Collections 3.0 @version $Revision: 814997 $ $Date: 2009-09-15 07:29:56 +0200 (Tue, 15 Sep 2009) $ @author Stephen Colebourne
