id,type,path,apidoc_Text
7363,method,org/apache/commons/collections/MapUtils/getMap/Map;Object,"Gets a Map from a Map in a null-safe manner.\n <p>\n If the value returned from the specified map is not a Map then\n <code>null</code> is returned.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a Map, <code>null</code> if null map input\n"
7364,method,org/apache/commons/collections/MapUtils/getObject/Map;Object;Object,"Looks up the given key in the given map, converting null into the\n  given default value.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null\n  @return  the value in the map, or defaultValue if the original value\n    is null or the map is null\n"
7365,method,org/apache/commons/collections/MapUtils/getString/Map;Object;String,"Looks up the given key in the given map, converting the result into\n  a string, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a string, or defaultValue if the\n    original value is null, the map is null or the string conversion\n    fails\n"
7366,method,org/apache/commons/collections/MapUtils/getBoolean/Map;Object;Boolean,"Looks up the given key in the given map, converting the result into\n  a boolean, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a boolean, or defaultValue if the\n    original value is null, the map is null or the boolean conversion\n    fails\n"
7367,method,org/apache/commons/collections/MapUtils/getNumber/Map;Object;Number,"Looks up the given key in the given map, converting the result into\n  a number, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n"
7368,method,org/apache/commons/collections/MapUtils/getByte/Map;Object;Byte,"Looks up the given key in the given map, converting the result into\n  a byte, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n"
7369,method,org/apache/commons/collections/MapUtils/getShort/Map;Object;Short,"Looks up the given key in the given map, converting the result into\n  a short, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n"
7370,method,org/apache/commons/collections/MapUtils/getInteger/Map;Object;Integer,"Looks up the given key in the given map, converting the result into\n  an integer, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n"
7371,method,org/apache/commons/collections/MapUtils/getLong/Map;Object;Long,"Looks up the given key in the given map, converting the result into\n  a long, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n"
7372,method,org/apache/commons/collections/MapUtils/getFloat/Map;Object;Float,"Looks up the given key in the given map, converting the result into\n  a float, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n"
7373,method,org/apache/commons/collections/MapUtils/getDouble/Map;Object;Double,"Looks up the given key in the given map, converting the result into\n  a double, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the number conversion\n    fails\n"
7374,method,org/apache/commons/collections/MapUtils/getMap/Map;Object;Map,"Looks up the given key in the given map, converting the result into\n  a map, using the default value if the the conversion fails.\n\n  @param map  the map whose value to look up\n  @param key  the key of the value to look up in that map\n  @param defaultValue  what to return if the value is null or if the\n     conversion fails\n  @return  the value in the map as a number, or defaultValue if the\n    original value is null, the map is null or the map conversion\n    fails\n"
7375,method,org/apache/commons/collections/MapUtils/getBooleanValue/Map;Object,"Gets a boolean from a Map in a null-safe manner.\n <p>\n If the value is a <code>Boolean</code> its value is returned.\n If the value is a <code>String</code> and it equals 'true' ignoring case\n then <code>true</code> is returned, otherwise <code>false</code>.\n If the value is a <code>Number</code> an integer zero value returns\n <code>false</code> and non-zero returns <code>true</code>.\n Otherwise, <code>false</code> is returned.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a Boolean, <code>false</code> if null map input\n"
7376,method,org/apache/commons/collections/MapUtils/getByteValue/Map;Object,"Gets a byte from a Map in a null-safe manner.\n <p>\n The byte is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a byte, <code>0</code> if null map input\n"
7377,method,org/apache/commons/collections/MapUtils/getShortValue/Map;Object,"Gets a short from a Map in a null-safe manner.\n <p>\n The short is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a short, <code>0</code> if null map input\n"
7378,method,org/apache/commons/collections/MapUtils/getIntValue/Map;Object,"Gets an int from a Map in a null-safe manner.\n <p>\n The int is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as an int, <code>0</code> if null map input\n"
7379,method,org/apache/commons/collections/MapUtils/getLongValue/Map;Object,"Gets a long from a Map in a null-safe manner.\n <p>\n The long is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a long, <code>0L</code> if null map input\n"
7380,method,org/apache/commons/collections/MapUtils/getFloatValue/Map;Object,"Gets a float from a Map in a null-safe manner.\n <p>\n The float is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a float, <code>0.0F</code> if null map input\n"
7381,method,org/apache/commons/collections/MapUtils/getDoubleValue/Map;Object,"Gets a double from a Map in a null-safe manner.\n <p>\n The double is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @return the value in the Map as a double, <code>0.0</code> if null map input\n"
7382,method,org/apache/commons/collections/MapUtils/getBooleanValue/Map;Object;boolean,"Gets a boolean from a Map in a null-safe manner,\n using the default value if the the conversion fails.\n <p>\n If the value is a <code>Boolean</code> its value is returned.\n If the value is a <code>String</code> and it equals 'true' ignoring case\n then <code>true</code> is returned, otherwise <code>false</code>.\n If the value is a <code>Number</code> an integer zero value returns\n <code>false</code> and non-zero returns <code>true</code>.\n Otherwise, <code>defaultValue</code> is returned.\n\n @param map  the map to use\n @param key  the key to look up\n @param defaultValue  return if the value is null or if the\n     conversion fails\n @return the value in the Map as a Boolean, <code>defaultValue</code> if null map input\n"
7383,method,org/apache/commons/collections/MapUtils/getByteValue/Map;Object;byte,"Gets a byte from a Map in a null-safe manner,\n using the default value if the the conversion fails.\n <p>\n The byte is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @param defaultValue  return if the value is null or if the\n     conversion fails\n @return the value in the Map as a byte, <code>defaultValue</code> if null map input\n"
7384,method,org/apache/commons/collections/MapUtils/getShortValue/Map;Object;short,"Gets a short from a Map in a null-safe manner,\n using the default value if the the conversion fails.\n <p>\n The short is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @param defaultValue  return if the value is null or if the\n     conversion fails\n @return the value in the Map as a short, <code>defaultValue</code> if null map input\n"
7385,method,org/apache/commons/collections/MapUtils/getIntValue/Map;Object;int,"Gets an int from a Map in a null-safe manner,\n using the default value if the the conversion fails.\n <p>\n The int is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @param defaultValue  return if the value is null or if the\n     conversion fails\n @return the value in the Map as an int, <code>defaultValue</code> if null map input\n"
7386,method,org/apache/commons/collections/MapUtils/getLongValue/Map;Object;long,"Gets a long from a Map in a null-safe manner,\n using the default value if the the conversion fails.\n <p>\n The long is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @param defaultValue  return if the value is null or if the\n     conversion fails\n @return the value in the Map as a long, <code>defaultValue</code> if null map input\n"
7387,method,org/apache/commons/collections/MapUtils/getFloatValue/Map;Object;float,"Gets a float from a Map in a null-safe manner,\n using the default value if the the conversion fails.\n <p>\n The float is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @param defaultValue  return if the value is null or if the\n     conversion fails\n @return the value in the Map as a float, <code>defaultValue</code> if null map input\n"
7388,method,org/apache/commons/collections/MapUtils/getDoubleValue/Map;Object;double,"Gets a double from a Map in a null-safe manner,\n using the default value if the the conversion fails.\n <p>\n The double is obtained from the results of {@link #getNumber(Map,Object)}.\n\n @param map  the map to use\n @param key  the key to look up\n @param defaultValue  return if the value is null or if the\n     conversion fails\n @return the value in the Map as a double, <code>defaultValue</code> if null map input\n"
7406,method,org/apache/commons/collections/MapUtils/multiValueMap/Map,Creates a mult-value map backed by the given map which returns\n collections of type ArrayList.\n\n @param map  the map to decorate\n @return a multi-value map backed by the given map which returns ArrayLists of values.\n @see MultiValueMap\n @since Commons Collections 3.2\n
7408,method,org/apache/commons/collections/MapUtils/multiValueMap/Map;Factory,Creates a multi-value map backed by the given map which returns\n collections created by the specified collection factory.\n\n @param map  the map to decorate\n @param collectionFactory  a factor which creates collection objects\n @return a multi-value map backed by the given map which returns collections\n created by the specified collection factory\n @see MultiValueMap\n @since Commons Collections 3.2\n
7416,method,org/apache/commons/collections/MapUtils/populateMap/Map;Collection;Transformer,"<p>\n Populates a Map using the supplied <code>Transformer</code> to transform the collection\n values into keys, using the unaltered collection value as the value in the <code>Map</code>.\n </p>\n @param map the <code>Map</code> to populate.\n @param collection the <code>Collection</code> to use as input values for the map.\n @param keyTransformer the <code>Transformer</code> used to transform the collection value into a key value\n @throws NullPointerException if the map, collection or transformer are null\n"
7417,method,org/apache/commons/collections/MapUtils/populateMap/Map;Collection;Transformer;Transformer,"<p>\n Populates a Map using the supplied <code>Transformer</code>s to transform the collection\n values into keys and values.\n </p>\n @param map the <code>Map</code> to populate.\n @param collection the <code>Collection</code> to use as input values for the map.\n @param keyTransformer the <code>Transformer</code> used to transform the collection value into a key value\n @param valueTransformer the <code>Transformer</code> used to transform the collection value into a value\n @throws NullPointerException if the map, collection or transformers are null\n"
7421,field,org/apache/commons/collections/MapUtils/EMPTY_MAP,An empty unmodifiable map.\n This was not provided in JDK1.2.\n
7422,field,org/apache/commons/collections/MapUtils/EMPTY_SORTED_MAP,An empty unmodifiable sorted map.\n This is not provided in the JDK.\n
7423,interface,org/apache/commons/collections/OrderedMapIterator,"Defines an iterator that operates over an ordered <code>Map</code>.\n <p>\n This iterator allows both forward and reverse iteration through the map.\n\n @param <K> the type of the keys in the map\n @param <V> the type of the values in the map\n @since Commons Collections 3.0\n @version $Revision: 815006 $ $Date: 2009-09-15 07:44:36 +0200 (Tue, 15 Sep 2009) $\n\n @author Stephen Colebourne\n"
7424,method,org/apache/commons/collections/OrderedMapIterator/hasPrevious/,Checks to see if there is a previous entry that can be iterated to.\n\n @return <code>true</code> if the iterator has a previous element\n
7425,method,org/apache/commons/collections/OrderedMapIterator/previous/,Gets the previous <em>key</em> from the <code>Map</code>.\n\n @return the previous key in the iteration\n @throws NoSuchElementException if the iteration is finished\n
7427,method,org/apache/commons/collections/Factory/create/,Create a new object.\n\n @return a new object\n @throws FunctorException (runtime) if the factory cannot create an object\n
7431,method,org/apache/commons/collections/IteratorUtils/emptyOrderedIterator/,Gets an empty ordered iterator.\n <p>\n This iterator is a valid iterator object that will iterate\n over nothing.\n\n @return  an ordered iterator over nothing\n
7432,method,org/apache/commons/collections/IteratorUtils/emptyMapIterator/,Gets an empty map iterator.\n <p>\n This iterator is a valid map iterator object that will iterate\n over nothing.\n\n @return  a map iterator over nothing\n
7433,method,org/apache/commons/collections/IteratorUtils/emptyOrderedMapIterator/,Gets an empty ordered map iterator.\n <p>\n This iterator is a valid map iterator object that will iterate\n over nothing.\n\n @return  a map iterator over nothing\n
7435,method,org/apache/commons/collections/IteratorUtils/singletonListIterator/Object,Gets a singleton list iterator.\n <p>\n This iterator is a valid list iterator object that will iterate over\n the specified object.\n\n @param object  the single object over which to iterate\n @return  a singleton list iterator over the object\n
7437,method,org/apache/commons/collections/IteratorUtils/arrayIterator/Object,Gets an iterator over an object or primitive array.\n <p>\n This method will handle primitive arrays as well as object arrays.\n The primitives will be wrapped in the appropriate wrapper class.\n\n @param array  the array over which to iterate\n @return  an iterator over the array\n @throws IllegalArgumentException if the array is not an array\n @throws NullPointerException if array is null\n
7439,method,org/apache/commons/collections/IteratorUtils/arrayIterator/Object;int,Gets an iterator over the end part of an object or primitive array.\n <p>\n This method will handle primitive arrays as well as object arrays.\n The primitives will be wrapped in the appropriate wrapper class.\n\n @param array  the array over which to iterate\n @param start  the index to start iterating at\n @return an iterator over part of the array\n @throws IllegalArgumentException if the array is not an array\n @throws IndexOutOfBoundsException if start is less than zero or greater\n  than the length of the array\n @throws NullPointerException if array is null\n
7442,method,org/apache/commons/collections/IteratorUtils/arrayListIterator/Object[],Gets a list iterator over an object array.\n\n @param array  the array over which to iterate\n @return  a list iterator over the array\n @throws NullPointerException if array is null\n
7443,method,org/apache/commons/collections/IteratorUtils/arrayListIterator/Object,Gets a list iterator over an object or primitive array.\n <p>\n This method will handle primitive arrays as well as object arrays.\n The primitives will be wrapped in the appropriate wrapper class.\n\n @param array  the array over which to iterate\n @return  a list iterator over the array\n @throws IllegalArgumentException if the array is not an array\n @throws NullPointerException if array is null\n
7444,method,org/apache/commons/collections/IteratorUtils/arrayListIterator/Object[];int,Gets a list iterator over the end part of an object array.\n\n @param array  the array over which to iterate\n @param start  the index to start iterating at\n @return a list iterator over part of the array\n @throws IndexOutOfBoundsException if start is less than zero\n @throws NullPointerException if array is null\n
7445,method,org/apache/commons/collections/IteratorUtils/arrayListIterator/Object;int,Gets a list iterator over the end part of an object or primitive array.\n <p>\n This method will handle primitive arrays as well as object arrays.\n The primitives will be wrapped in the appropriate wrapper class.\n\n @param array  the array over which to iterate\n @param start  the index to start iterating at\n @return a list iterator over part of the array\n @throws IllegalArgumentException if the array is not an array\n @throws IndexOutOfBoundsException if start is less than zero\n @throws NullPointerException if array is null\n
7448,method,org/apache/commons/collections/IteratorUtils/unmodifiableIterator/Iterator,Gets an immutable version of an {@link Iterator}. The returned object\n will always throw an {@link UnsupportedOperationException} for\n the {@link Iterator#remove} method.\n\n @param iterator  the iterator to make immutable\n @return an immutable version of the iterator\n
7449,method,org/apache/commons/collections/IteratorUtils/unmodifiableListIterator/ListIterator,"Gets an immutable version of a {@link ListIterator}. The returned object\n will always throw an {@link UnsupportedOperationException} for\n the {@link Iterator#remove}, {@link ListIterator#add} and\n {@link ListIterator#set} methods.\n\n @param listIterator  the iterator to make immutable\n @return an immutable version of the iterator\n"
7450,method,org/apache/commons/collections/IteratorUtils/unmodifiableMapIterator/MapIterator,"Gets an immutable version of a {@link MapIterator}. The returned object\n will always throw an {@link UnsupportedOperationException} for\n the {@link Iterator#remove}, {@link MapIterator#setValue(Object)} methods.\n\n @param mapIterator  the iterator to make immutable\n @return an immutable version of the iterator\n"
7458,method,org/apache/commons/collections/IteratorUtils/transformedIterator/Iterator;Transformer,"Gets an iterator that transforms the elements of another iterator.\n <p>\n The transformation occurs during the next() method and the underlying\n iterator is unaffected by the transformation.\n\n @param iterator  the iterator to use, not null\n @param transform  the transform to use, not null\n @return a new transforming iterator\n @throws NullPointerException if either parameter is null\n"
7463,method,org/apache/commons/collections/IteratorUtils/asIterator/Enumeration,Gets an iterator that provides an iterator view of the given enumeration.\n\n @param enumeration  the enumeration to use\n @return a new iterator\n
7464,method,org/apache/commons/collections/IteratorUtils/asIterator/Enumeration;Collection,Gets an iterator that provides an iterator view of the given enumeration\n that will remove elements from the specified collection.\n\n @param enumeration  the enumeration to use\n @param removeCollection  the collection to remove elements from\n @return a new iterator\n
7465,method,org/apache/commons/collections/IteratorUtils/asEnumeration/Iterator,"Gets an enumeration that wraps an iterator.\n\n @param iterator  the iterator to use, not null\n @return a new enumeration\n @throws NullPointerException if iterator is null\n"
7467,method,org/apache/commons/collections/IteratorUtils/toArray/Iterator,"Gets an array based on an iterator.\n <p>\n As the wrapped Iterator is traversed, an ArrayList of its values is\n created. At the end, this is converted to an array.\n\n @param iterator  the iterator to use, not null\n @return an array of the iterator contents\n @throws NullPointerException if iterator parameter is null\n"
7468,method,org/apache/commons/collections/IteratorUtils/toArray/Iterator;Class,"Gets an array based on an iterator.\n <p>\n As the wrapped Iterator is traversed, an ArrayList of its values is\n created. At the end, this is converted to an array.\n\n @param iterator  the iterator to use, not null\n @param arrayClass  the class of array to create\n @return an array of the iterator contents\n @throws NullPointerException if iterator parameter is null\n @throws NullPointerException if arrayClass is null\n @throws ClassCastException if the arrayClass is invalid\n"
7469,method,org/apache/commons/collections/IteratorUtils/toList/Iterator,"Gets a list based on an iterator.\n <p>\n As the wrapped Iterator is traversed, an ArrayList of its values is\n created. At the end, the list is returned.\n\n @param iterator  the iterator to use, not null\n @return a list of the iterator contents\n @throws NullPointerException if iterator parameter is null\n"
7470,method,org/apache/commons/collections/IteratorUtils/toList/Iterator;int,"Gets a list based on an iterator.\n <p>\n As the wrapped Iterator is traversed, an ArrayList of its values is\n created. At the end, the list is returned.\n\n @param iterator  the iterator to use, not null\n @param estimatedSize  the initial size of the ArrayList\n @return a list of the iterator contents\n @throws NullPointerException if iterator parameter is null\n @throws IllegalArgumentException if the size is less than 1\n"
7472,method,org/apache/commons/collections/IteratorUtils/IteratorUtils/,IteratorUtils is not normally instantiated.\n
7475,field,org/apache/commons/collections/IteratorUtils/EMPTY_ORDERED_ITERATOR,An ordered iterator over no elements.\n
7476,field,org/apache/commons/collections/IteratorUtils/EMPTY_MAP_ITERATOR,A map iterator over no elements.\n
7477,field,org/apache/commons/collections/IteratorUtils/EMPTY_ORDERED_MAP_ITERATOR,An ordered map iterator over no elements.\n
7479,method,org/apache/commons/collections/MapIterator/hasNext/,Checks to see if there are more entries still to be iterated.\n\n @return <code>true</code> if the iterator has more elements\n
7480,method,org/apache/commons/collections/MapIterator/next/,Gets the next <em>key</em> from the <code>Map</code>.\n\n @return the next key in the iteration\n @throws NoSuchElementException if the iteration is finished\n
7485,class,org/apache/commons/collections/BufferOverflowException,"The BufferOverflowException is used when the buffer's capacity has been\n exceeded.\n\n @since Commons Collections 2.1\n @version $Revision: 956279 $ $Date: 2010-06-19 21:47:48 +0200 (Sat, 19 Jun 2010) $\n\n @author Avalon\n @author <a href=mailto:bloritsch@apache.org>Berin Loritsch</a>\n @author <a href=mailto:jefft@apache.org>Jeff Turner</a>\n @author Paul Jack\n @author Stephen Colebourne\n"
7486,method,org/apache/commons/collections/BufferOverflowException/BufferOverflowException/,Constructs a new <code>BufferOverflowException</code>.\n
7487,method,org/apache/commons/collections/BufferOverflowException/BufferOverflowException/String,\n Construct a new <code>BufferOverflowException</code>.\n \n @param message  the detail message for this exception\n
7488,method,org/apache/commons/collections/BufferOverflowException/BufferOverflowException/String;Throwable,\n Construct a new <code>BufferOverflowException</code>.\n \n @param message  the detail message for this exception\n @param exception  the root cause of the exception\n
7490,method,org/apache/commons/collections/BoundedMap/isFull/,Returns true if this map is full and no new elements can be added.\n\n @return <code>true</code> if the map is full\n
7491,method,org/apache/commons/collections/BoundedMap/maxSize/,Gets the maximum size of the map (the bound).\n\n @return the maximum number of elements the map can hold\n
7493,method,org/apache/commons/collections/KeyValue/getKey/,Gets the key from the pair.\n\n @return the key \n
7494,method,org/apache/commons/collections/KeyValue/getValue/,Gets the value from the pair.\n\n @return the value\n
7496,method,org/apache/commons/collections/BufferUnderflowException/BufferUnderflowException/,Constructs a new <code>BufferUnderflowException</code>.\n
7497,method,org/apache/commons/collections/BufferUnderflowException/BufferUnderflowException/String,\n Construct a new <code>BufferUnderflowException</code>.\n \n @param message  the detail message for this exception\n
7498,method,org/apache/commons/collections/BufferUnderflowException/BufferUnderflowException/String;Throwable,\n Construct a new <code>BufferUnderflowException</code>.\n \n @param message  the detail message for this exception\n @param exception  the root cause of the exception\n
7500,method,org/apache/commons/collections/Bag/getCount/Object,"Returns the number of occurrences (cardinality) of the given\n object currently in the bag. If the object does not exist in the\n bag, return 0.\n \n @param object  the object to search for\n @return the number of occurrences of the object, zero if not found\n"
7502,method,org/apache/commons/collections/Bag/add/Object;int,Adds <code>nCopies</code> copies of the specified object to the Bag.\n <p>\n If the object is already in the {@link #uniqueSet()} then increment its\n count as reported by {@link #getCount(Object)}. Otherwise add it to the\n {@link #uniqueSet()} and report its count as <code>nCopies</code>.\n \n @param object  the object to add\n @param nCopies  the number of copies to add\n @return <code>true</code> if the object was not already in the <code>uniqueSet</code>\n
7505,method,org/apache/commons/collections/Bag/uniqueSet/,Returns a {@link Set} of unique elements in the Bag.\n <p>\n Uniqueness constraints are the same as those in {@link java.util.Set}.\n \n @return the Set of unique Bag elements\n
7506,method,org/apache/commons/collections/Bag/size/,Returns the total number of items in the bag across all types.\n \n @return the total size of the Bag\n
7511,interface,org/apache/commons/collections/IterableGet,"The read subset of the {@link Map} interface.\n @since Commons Collections 5\n @TODO fix version\n @version $Revision: 815056 $ $Date: 2009-09-15 07:55:23 +0200 (Tue, 15 Sep 2009) $\n @see Put\n @author Matt Benson\n"
7514,method,org/apache/commons/collections/TransformerUtils/exceptionTransformer/,Gets a transformer that always throws an exception.\n This could be useful during testing as a placeholder.\n \n @see org.apache.commons.collections.functors.ExceptionTransformer\n \n @return the transformer\n
7515,method,org/apache/commons/collections/TransformerUtils/nullTransformer/,Gets a transformer that always returns null.\n \n @see org.apache.commons.collections.functors.ConstantTransformer\n \n @return the transformer\n
7517,method,org/apache/commons/collections/TransformerUtils/cloneTransformer/,Gets a transformer that returns a clone of the input\n object. The input object will be cloned using one of these\n techniques (in order):\n <ul>\n <li>public clone method\n <li>public copy constructor\n <li>serialization clone\n <ul>\n \n @see org.apache.commons.collections.functors.CloneTransformer\n \n @return the transformer\n
7518,method,org/apache/commons/collections/TransformerUtils/constantTransformer/Object,Creates a Transformer that will return the same object each time the \n transformer is used.\n\n @see org.apache.commons.collections.functors.ConstantTransformer\n \n @param constantToReturn  the constant object to return each time in the transformer\n @return the transformer.\n
7530,method,org/apache/commons/collections/TransformerUtils/instantiateTransformer/,Gets a Transformer that expects an input Class object that it will instantiate.\n \n @see org.apache.commons.collections.functors.InstantiateTransformer\n \n @return the transformer\n
7531,method,org/apache/commons/collections/TransformerUtils/instantiateTransformer/Class[];Object[],"\n Creates a Transformer that expects an input Class object that it will \n instantiate. The constructor used is determined by the arguments specified\n to this method.\n\n @see org.apache.commons.collections.functors.InstantiateTransformer\n \n @param paramTypes  parameter types for the constructor, can be null\n @param args  the arguments to pass to the constructor, can be null\n @return the transformer\n @throws IllegalArgumentException if the paramTypes and args don't match\n"
7532,method,org/apache/commons/collections/TransformerUtils/mapTransformer/Map,\n Creates a Transformer that uses the passed in Map to transform the input \n object (as a simple lookup).\n\n @see org.apache.commons.collections.functors.MapTransformer\n \n @param map  the map to use to transform the objects\n @return the transformer\n @throws IllegalArgumentException if the map is null\n
7535,method,org/apache/commons/collections/TransformerUtils/stringValueTransformer/,"Gets a transformer that returns a <code>java.lang.String</code>\n representation of the input object. This is achieved via the\n <code>toString</code> method, <code>null</code> returns 'null'.\n \n @see org.apache.commons.collections.functors.StringValueTransformer\n \n @return the transformer\n"
7536,method,org/apache/commons/collections/TransformerUtils/TransformerUtils/,This class is not normally instantiated.\n
7537,class,org/apache/commons/collections/SetUtils,"Provides utility methods and decorators for\n {@link Set} and {@link SortedSet} instances.\n\n @since Commons Collections 2.1\n @version $Revision: 815104 $ $Date: 2009-09-15 07:56:47 +0200 (Tue, 15 Sep 2009) $\n\n @author Paul Jack\n @author Stephen Colebourne\n @author Neil O'Toole\n @author Matthew Hawthorne\n"
7538,method,org/apache/commons/collections/SetUtils/emptySet/,Get a typed empty unmodifiable Set.\n @param <E>\n @return Set<E>\n
7539,method,org/apache/commons/collections/SetUtils/emptySortedSet/,Get a typed empty unmodifiable sorted set.\n @param <E>\n @return SortedSet<E>\n
7552,field,org/apache/commons/collections/SetUtils/EMPTY_SET,An empty unmodifiable set.\n This uses the {@link Collections} implementation \n and is provided for completeness.\n
7553,field,org/apache/commons/collections/SetUtils/EMPTY_SORTED_SET,An empty unmodifiable sorted set.\n This is not provided in the JDK.\n
7554,class,org/apache/commons/collections/CollectionUtils,"Provides utility methods and decorators for {@link Collection} instances.\n Method parameters will take {@link Iterable} objects when possible.\n\n @since Commons Collections 1.0\n @version $Revision: 966368 $ $Date: 2010-07-21 21:07:52 +0200 (Wed, 21 Jul 2010) $\n\n @author Rodney Waldhoff\n @author Paul Jack\n @author Stephen Colebourne\n @author Steve Downey\n @author Herve Quiroz\n @author Peter KoBek\n @author Matthew Hawthorne\n @author Janek Bogucki\n @author Phil Steitz\n @author Steven Melzer\n @author Jon Schewe\n @author Neil O'Toole\n @author Stephen Smith\n @author Stephen Kestle\n"
7555,method,org/apache/commons/collections/CollectionUtils/emptyCollection/,Returns the immutable EMPTY_COLLECTION with generic type safety.\n\n @see #EMPTY_COLLECTION\n @since 4.0\n @return immutable empty collection\n
7585,method,org/apache/commons/collections/CollectionUtils/get/Iterator;int,"Returns the <code>index</code>-th value in {@link Iterator}, throwing\n <code>IndexOutOfBoundsException</code> if there is no such element.\n The Iterator is advanced to\n      <code>index</code> (or to the end, if <code>index</code> exceeds the\n      number of entries) as a side effect of this method.</li>\n\n @param iterator  the iterator to get a value from\n @param index  the index to get\n @param <T> the type of object in the {@link Iterator}\n @return the object at the specified index\n @throws IndexOutOfBoundsException if the index is invalid\n @throws IllegalArgumentException if the object type is invalid\n"
7586,method,org/apache/commons/collections/CollectionUtils/get/Iterable;int,"Returns the <code>index</code>-th value in the <code>iterable</code>'s {@link Iterator}, throwing\n <code>IndexOutOfBoundsException</code> if there is no such element.\n <p>\n If the {@link Iterable} is a {@link List}, then it will use {@link List#get(int)}.\n\n @param iterable  the {@link Iterable} to get a value from\n @param index  the index to get\n @param <T> the type of object in the {@link Iterable}.\n @return the object at the specified index\n @throws IndexOutOfBoundsException if the index is invalid\n"
