id,type,path,text
12226,method,java/lang/Package/isCompatibleWith/String," Compare this package's specification version with a\n desired version. It returns true if\n this packages specification version number is greater than or equal\n to the desired version number. <p>\n\n Version numbers are compared by sequentially comparing corresponding\n components of the desired and specification strings.\n Each component is converted as a decimal integer and the values\n compared.\n If the specification value is greater than the desired\n value true is returned. If the value is less false is returned.\n If the values are equal the period is skipped and the next pair of\n components is compared.\n\n @param desired the version string of the desired version.\n @return true if this package's version number is greater\n 		than or equal to the desired version number\n\n @exception NumberFormatException if the desired or current version\n		is not of the correct dotted form.\n"
12227,method,java/lang/Package/getPackage/String," Find a package by name in the callers <code>ClassLoader</code> instance.\n The callers <code>ClassLoader</code> instance is used to find the package\n instance corresponding to the named class. If the callers\n <code>ClassLoader</code> instance is null then the set of packages loaded\n by the system <code>ClassLoader</code> instance is searched to find the\n named package. <p>\n\n Packages have attributes for versions and specifications only if the class\n loader created the package instance with the appropriate attributes. Typically,\n those attributes are defined in the manifests that accompany the classes.\n\n @param name a package name, for example, java.lang.\n @return the package of the requested name. It may be null if no package\n 		information is available from the archive or codebase.\n"
12228,method,java/lang/Package/getPackages/," Get all the packages currently known for the caller's <code>ClassLoader</code>\n instance.  Those packages correspond to classes loaded via or accessible by\n name to that <code>ClassLoader</code> instance.  If the caller's\n <code>ClassLoader</code> instance is the bootstrap <code>ClassLoader</code>\n instance, which may be represented by <code>null</code> in some implementations,\n only packages corresponding to classes loaded by the bootstrap\n <code>ClassLoader</code> instance will be returned.\n\n @return a new array of packages known to the callers <code>ClassLoader</code>\n instance.  An zero length array is returned if none are known.\n"
12231,method,java/lang/Package/getAnnotation/Class," @throws NullPointerException {@inheritDoc}\n @since 1.5\n"
12232,method,java/lang/Package/isAnnotationPresent/Class," @throws NullPointerException {@inheritDoc}\n @since 1.5\n"
12239,class,java/lang/Object," Class <code>Object</code> is the root of the class hierarchy. \n Every class has <code>Object</code> as a superclass. All objects, \n including arrays, implement the methods of this class. \n\n @author  unascribed\n @version 1.74, 03/23/10\n @see     java.lang.Class\n @since   JDK1.0\n"
12240,method,java/lang/Object/getClass/," Returns the runtime class of this {@code Object}. The returned\n {@code Class} object is the object that is locked by {@code\n static synchronized} methods of the represented class.\n\n <p><b>The actual result type is {@code Class<? extends |X|>}\n where {@code |X|} is the erasure of the static type of the\n expression on which {@code getClass} is called.</b> For\n example, no cast is required in this code fragment:</p>\n\n <p>\n {@code Number n = 0;                             }<br>\n {@code Class<? extends Number> c = n.getClass(); }\n </p>\n\n @return The {@code Class} object that represents the runtime\n         class of this object.\n @see    <a href="http://java.sun.com/docs/books/jls/">The Java\n         Language Specification, Third Edition (15.8.2 Class\n         Literals)</a>\n"
12250,method,java/lang/Object/finalize/," Called by the garbage collector on an object when garbage collection\n determines that there are no more references to the object.\n A subclass overrides the <code>finalize</code> method to dispose of\n system resources or to perform other cleanup. \n <p>\n The general contract of <tt>finalize</tt> is that it is invoked \n if and when the Java<font size="-2"><sup>TM</sup></font> virtual \n machine has determined that there is no longer any\n means by which this object can be accessed by any thread that has\n not yet died, except as a result of an action taken by the\n finalization of some other object or class which is ready to be\n finalized. The <tt>finalize</tt> method may take any action, including\n making this object available again to other threads; the usual purpose\n of <tt>finalize</tt>, however, is to perform cleanup actions before \n the object is irrevocably discarded. For example, the finalize method \n for an object that represents an input/output connection might perform\n explicit I/O transactions to break the connection before the object is\n permanently discarded. \n <p>\n The <tt>finalize</tt> method of class <tt>Object</tt> performs no \n special action; it simply returns normally. Subclasses of \n <tt>Object</tt> may override this definition.\n <p>\n The Java programming language does not guarantee which thread will \n invoke the <tt>finalize</tt> method for any given object. It is \n guaranteed, however, that the thread that invokes finalize will not \n be holding any user-visible synchronization locks when finalize is \n invoked. If an uncaught exception is thrown by the finalize method, \n the exception is ignored and finalization of that object terminates.\n <p>\n After the <tt>finalize</tt> method has been invoked for an object, no \n further action is taken until the Java virtual machine has again \n determined that there is no longer any means by which this object can \n be accessed by any thread that has not yet died, including possible\n actions by other objects or classes which are ready to be finalized, \n at which point the object may be discarded.\n <p>\n The <tt>finalize</tt> method is never invoked more than once by a Java\n virtual machine for any given object.\n <p>\n Any exception thrown by the <code>finalize</code> method causes \n the finalization of this object to be halted, but is otherwise \n ignored. \n\n @throws Throwable the <code>Exception</code> raised by this method\n"
12256,method,java/lang/Number/intValue/," Returns the value of the specified number as an <code>int</code>.\n This may involve rounding or truncation.\n\n @return  the numeric value represented by this object after conversion\n          to type <code>int</code>.\n"
12257,method,java/lang/Number/longValue/," Returns the value of the specified number as a <code>long</code>.\n This may involve rounding or truncation.\n\n @return  the numeric value represented by this object after conversion\n          to type <code>long</code>.\n"
12258,method,java/lang/Number/floatValue/," Returns the value of the specified number as a <code>float</code>.\n This may involve rounding.\n\n @return  the numeric value represented by this object after conversion\n          to type <code>float</code>.\n"
12259,method,java/lang/Number/doubleValue/," Returns the value of the specified number as a <code>double</code>.\n This may involve rounding.\n\n @return  the numeric value represented by this object after conversion\n          to type <code>double</code>.\n"
12260,method,java/lang/Number/byteValue/," Returns the value of the specified number as a <code>byte</code>.\n This may involve rounding or truncation.\n\n @return  the numeric value represented by this object after conversion\n          to type <code>byte</code>.\n @since   JDK1.1\n"
12261,method,java/lang/Number/shortValue/," Returns the value of the specified number as a <code>short</code>.\n This may involve rounding or truncation.\n\n @return  the numeric value represented by this object after conversion\n          to type <code>short</code>.\n @since   JDK1.1\n"
12269,class,java/lang/NoSuchMethodError," Thrown if an application tries to call a specified method of a \n class (either static or instance), and that class no longer has a \n definition of that method. \n <p>\n Normally, this error is caught by the compiler; this error can \n only occur at run time if the definition of a class has \n incompatibly changed. \n\n @author  unascribed\n @version 1.23, 03/23/10\n @since   JDK1.0\n"
12275,class,java/lang/NoSuchFieldError," Thrown if an application tries to access or modify a specified \n field of an object, and that object no longer has that field. \n <p>\n Normally, this error is caught by the compiler; this error can \n only occur at run time if the definition of a class has \n incompatibly changed. \n\n @author  unascribed\n @version 1.14, 03/23/10\n @since   JDK1.0\n"
12278,class,java/lang/NoClassDefFoundError," Thrown if the Java Virtual Machine or a <code>ClassLoader</code> instance\n tries to load in the definition of a class (as part of a normal method call\n or as part of creating a new instance using the <code>new</code> expression)\n and no definition of the class could be found. \n <p>\n The searched-for class definition existed when the currently \n executing class was compiled, but the definition can no longer be \n found. \n\n @author  unascribed\n @version 1.24, 03/23/10\n @since   JDK1.0\n"
12292,method,java/lang/Math/toDegrees/double," Converts an angle measured in radians to an approximately\n equivalent angle measured in degrees.  The conversion from\n radians to degrees is generally inexact; users should\n <i>not</i> expect <code>cos(toRadians(90.0))</code> to exactly\n equal <code>0.0</code>.\n\n @param   angrad   an angle, in radians\n @return  the measurement of the angle <code>angrad</code>\n          in degrees.\n @since   1.2\n"
12299,method,java/lang/Math/ceil/double," Returns the smallest (closest to negative infinity)\n <code>double</code> value that is greater than or equal to the\n argument and is equal to a mathematical integer. Special cases:\n <ul><li>If the argument value is already equal to a\n mathematical integer, then the result is the same as the\n argument.  <li>If the argument is NaN or an infinity or\n positive zero or negative zero, then the result is the same as\n the argument.  <li>If the argument value is less than zero but\n greater than -1.0, then the result is negative zero.</ul> Note\n that the value of <code>Math.ceil(x)</code> is exactly the\n value of <code>-Math.floor(-x)</code>.\n\n\n @param   a   a value.\n @return  the smallest (closest to negative infinity) \n          floating-point value that is greater than or equal to \n          the argument and is equal to a mathematical integer. \n"
12306,method,java/lang/Math/random/," Returns a <code>double</code> value with a positive sign, greater \n than or equal to <code>0.0</code> and less than <code>1.0</code>. \n Returned values are chosen pseudorandomly with (approximately) \n uniform distribution from that range. \n \n <p>When this method is first called, it creates a single new\n pseudorandom-number generator, exactly as if by the expression\n <blockquote><pre>new java.util.Random</pre></blockquote> This\n new pseudorandom-number generator is used thereafter for all\n calls to this method and is used nowhere else.\n \n <p>This method is properly synchronized to allow correct use by\n more than one thread. However, if many threads need to generate\n pseudorandom numbers at a great rate, it may reduce contention\n for each thread to have its own pseudorandom-number generator.\n  \n @return  a pseudorandom <code>double</code> greater than or equal \n to <code>0.0</code> and less than <code>1.0</code>.\n @see     java.util.Random#nextDouble()\n"
12307,method,java/lang/Math/abs/int," Returns the absolute value of an <code>int</code> value.\n If the argument is not negative, the argument is returned.\n If the argument is negative, the negation of the argument is returned. \n \n <p>Note that if the argument is equal to the value of\n <code>Integer.MIN_VALUE</code>, the most negative representable\n <code>int</code> value, the result is that same value, which is\n negative.\n\n @param   a   the argument whose absolute value is to be determined\n @return  the absolute value of the argument.\n @see     java.lang.Integer#MIN_VALUE\n"
12308,method,java/lang/Math/abs/long," Returns the absolute value of a <code>long</code> value.\n If the argument is not negative, the argument is returned.\n If the argument is negative, the negation of the argument is returned. \n \n <p>Note that if the argument is equal to the value of\n <code>Long.MIN_VALUE</code>, the most negative representable\n <code>long</code> value, the result is that same value, which\n is negative.\n\n @param   a   the argument whose absolute value is to be determined\n @return  the absolute value of the argument.\n @see     java.lang.Long#MIN_VALUE\n"
12313,method,java/lang/Math/max/float;float," Returns the greater of two <code>float</code> values.  That is,\n the result is the argument closer to positive infinity. If the\n arguments have the same value, the result is that same\n value. If either value is NaN, then the result is NaN.  Unlike\n the numerical comparison operators, this method considers\n negative zero to be strictly smaller than positive zero. If one\n argument is positive zero and the other negative zero, the\n result is positive zero.\n\n @param   a   an argument.\n @param   b   another argument.\n @return  the larger of <code>a</code> and <code>b</code>.\n"
12314,method,java/lang/Math/max/double;double," Returns the greater of two <code>double</code> values.  That\n is, the result is the argument closer to positive infinity. If\n the arguments have the same value, the result is that same\n value. If either value is NaN, then the result is NaN.  Unlike\n the numerical comparison operators, this method considers\n negative zero to be strictly smaller than positive zero. If one\n argument is positive zero and the other negative zero, the\n result is positive zero.\n\n @param   a   an argument.\n @param   b   another argument.\n @return  the larger of <code>a</code> and <code>b</code>.\n"
12317,method,java/lang/Math/min/float;float," Returns the smaller of two <code>float</code> values.  That is,\n the result is the value closer to negative infinity. If the\n arguments have the same value, the result is that same\n value. If either value is NaN, then the result is NaN.  Unlike\n the numerical comparison operators, this method considers\n negative zero to be strictly smaller than positive zero.  If\n one argument is positive zero and the other is negative zero,\n the result is negative zero.\n\n @param   a   an argument.\n @param   b   another argument.\n @return  the smaller of <code>a</code> and <code>b.</code>\n"
12318,method,java/lang/Math/min/double;double," Returns the smaller of two <code>double</code> values.  That\n is, the result is the value closer to negative infinity. If the\n arguments have the same value, the result is that same\n value. If either value is NaN, then the result is NaN.  Unlike\n the numerical comparison operators, this method considers\n negative zero to be strictly smaller than positive zero. If one\n argument is positive zero and the other is negative zero, the\n result is negative zero.\n\n @param   a   an argument.\n @param   b   another argument.\n @return  the smaller of <code>a</code> and <code>b</code>.\n"
12319,method,java/lang/Math/ulp/double," Returns the size of an ulp of the argument.  An ulp of a\n <code>double</code> value is the positive distance between this\n floating-point value and the <code>double</code> value next\n larger in magnitude.  Note that for non-NaN <i>x</i>,\n <code>ulp(-<i>x</i>) == ulp(<i>x</i>)</code>.\n \n <p>Special Cases:\n <ul>\n <li> If the argument is NaN, then the result is NaN.\n <li> If the argument is positive or negative infinity, then the\n result is positive infinity.\n <li> If the argument is positive or negative zero, then the result is\n <code>Double.MIN_VALUE</code>.\n <li> If the argument is &plusmn;<code>Double.MAX_VALUE</code>, then\n the result is equal to 2<sup>971</sup>.\n </ul>\n\n @param d the floating-point value whose ulp is to be returned\n @return the size of an ulp of the argument\n @author Joseph D. Darcy\n @since 1.5\n"
12320,method,java/lang/Math/ulp/float," Returns the size of an ulp of the argument.  An ulp of a\n <code>float</code> value is the positive distance between this\n floating-point value and the <code>float</code> value next\n larger in magnitude.  Note that for non-NaN <i>x</i>,\n <code>ulp(-<i>x</i>) == ulp(<i>x</i>)</code>.\n \n <p>Special Cases:\n <ul>\n <li> If the argument is NaN, then the result is NaN.\n <li> If the argument is positive or negative infinity, then the\n result is positive infinity.\n <li> If the argument is positive or negative zero, then the result is\n <code>Float.MIN_VALUE</code>.\n <li> If the argument is &plusmn;<code>Float.MAX_VALUE</code>, then\n the result is equal to 2<sup>104</sup>.\n </ul>\n\n @param f the floating-point value whose ulp is to be returned\n @return the size of an ulp of the argument\n @author Joseph D. Darcy\n @since 1.5\n"
12333,method,java/lang/Math/nextAfter/double;double," Returns the floating-point number adjacent to the first\n argument in the direction of the second argument.  If both\n arguments compare as equal the second argument is returned.\n\n <p>\n Special cases:\n <ul>\n <li> If either argument is a NaN, then NaN is returned.\n\n <li> If both arguments are signed zeros, {@code direction}\n is returned unchanged (as implied by the requirement of\n returning the second argument if the arguments compare as\n equal).\n\n <li> If {@code start} is\n &plusmn;{@link Double#MIN_VALUE} and {@code direction}\n has a value such that the result should have a smaller\n magnitude, then a zero with the same sign as {@code start}\n is returned.\n\n <li> If {@code start} is infinite and\n {@code direction} has a value such that the result should\n have a smaller magnitude, {@link Double#MAX_VALUE} with the\n same sign as {@code start} is returned.\n\n <li> If {@code start} is equal to &plusmn;\n {@link Double#MAX_VALUE} and {@code direction} has a\n value such that the result should have a larger magnitude, an\n infinity with same sign as {@code start} is returned.\n </ul>\n\n @param start  starting floating-point value\n @param direction value indicating which of\n {@code start}'s neighbors or {@code start} should\n be returned\n @return The floating-point number adjacent to {@code start} in the\n direction of {@code direction}.\n @since 1.6\n"
12334,method,java/lang/Math/nextAfter/float;double," Returns the floating-point number adjacent to the first\n argument in the direction of the second argument.  If both\n arguments compare as equal a value equivalent to the second argument\n is returned.\n\n <p>\n Special cases:\n <ul>\n <li> If either argument is a NaN, then NaN is returned.\n\n <li> If both arguments are signed zeros, a value equivalent\n to {@code direction} is returned.\n\n <li> If {@code start} is\n &plusmn;{@link Float#MIN_VALUE} and {@code direction}\n has a value such that the result should have a smaller\n magnitude, then a zero with the same sign as {@code start}\n is returned.\n\n <li> If {@code start} is infinite and\n {@code direction} has a value such that the result should\n have a smaller magnitude, {@link Float#MAX_VALUE} with the\n same sign as {@code start} is returned.\n\n <li> If {@code start} is equal to &plusmn;\n {@link Float#MAX_VALUE} and {@code direction} has a\n value such that the result should have a larger magnitude, an\n infinity with same sign as {@code start} is returned.\n </ul>\n\n @param start  starting floating-point value\n @param direction value indicating which of\n {@code start}'s neighbors or {@code start} should\n be returned\n @return The floating-point number adjacent to {@code start} in the\n direction of {@code direction}.\n @since 1.6\n"
12335,method,java/lang/Math/nextUp/double," Returns the floating-point value adjacent to {@code d} in\n the direction of positive infinity.  This method is\n semantically equivalent to {@code nextAfter(d,\n Double.POSITIVE_INFINITY)}; however, a {@code nextUp}\n implementation may run faster than its equivalent\n {@code nextAfter} call.\n\n <p>Special Cases:\n <ul>\n <li> If the argument is NaN, the result is NaN.\n\n <li> If the argument is positive infinity, the result is\n positive infinity.\n\n <li> If the argument is zero, the result is\n {@link Double#MIN_VALUE}\n\n </ul>\n\n @param d starting floating-point value\n @return The adjacent floating-point value closer to positive\n infinity.\n @since 1.6\n"
12336,method,java/lang/Math/nextUp/float," Returns the floating-point value adjacent to {@code f} in\n the direction of positive infinity.  This method is\n semantically equivalent to {@code nextAfter(f,\n Float.POSITIVE_INFINITY)}; however, a {@code nextUp}\n implementation may run faster than its equivalent\n {@code nextAfter} call.\n\n <p>Special Cases:\n <ul>\n <li> If the argument is NaN, the result is NaN.\n\n <li> If the argument is positive infinity, the result is\n positive infinity.\n\n <li> If the argument is zero, the result is\n {@link Float#MIN_VALUE}\n\n </ul>\n\n @param f starting floating-point value\n @return The adjacent floating-point value closer to positive\n infinity.\n @since 1.6\n"
12337,method,java/lang/Math/scalb/double;int," Return {@code d} &times;\n 2<sup>{@code scaleFactor}</sup> rounded as if performed\n by a single correctly rounded floating-point multiply to a\n member of the double value set.  See the Java\n Language Specification for a discussion of floating-point\n value sets.  If the exponent of the result is between {@link\n Double#MIN_EXPONENT} and {@link Double#MAX_EXPONENT}, the\n answer is calculated exactly.  If the exponent of the result\n would be larger than {@code Double.MAX_EXPONENT}, an\n infinity is returned.  Note that if the result is subnormal,\n precision may be lost; that is, when {@code scalb(x, n)}\n is subnormal, {@code scalb(scalb(x, n), -n)} may not equal\n <i>x</i>.  When the result is non-NaN, the result has the same\n sign as {@code d}.\n\n<p>\n Special cases:\n <ul>\n <li> If the first argument is NaN, NaN is returned.\n <li> If the first argument is infinite, then an infinity of the\n same sign is returned.\n <li> If the first argument is zero, then a zero of the same\n sign is returned.\n </ul>\n\n @param d number to be scaled by a power of two.\n @param scaleFactor power of 2 used to scale {@code d}\n @return {@code d} &times; 2<sup>{@code scaleFactor}</sup>\n @since 1.6\n"
12338,method,java/lang/Math/scalb/float;int," Return {@code f} &times;\n 2<sup>{@code scaleFactor}</sup> rounded as if performed\n by a single correctly rounded floating-point multiply to a\n member of the float value set.  See the Java\n Language Specification for a discussion of floating-point\n value sets.  If the exponent of the result is between {@link\n Float#MIN_EXPONENT} and {@link Float#MAX_EXPONENT}, the\n answer is calculated exactly.  If the exponent of the result\n would be larger than {@code Float.MAX_EXPONENT}, an\n infinity is returned.  Note that if the result is subnormal,\n precision may be lost; that is, when {@code scalb(x, n)}\n is subnormal, {@code scalb(scalb(x, n), -n)} may not equal\n <i>x</i>.  When the result is non-NaN, the result has the same\n sign as {@code f}.\n\n<p>\n Special cases:\n <ul>\n <li> If the first argument is NaN, NaN is returned.\n <li> If the first argument is infinite, then an infinity of the\n same sign is returned.\n <li> If the first argument is zero, then a zero of the same\n sign is returned.\n </ul>\n\n @param f number to be scaled by a power of two.\n @param scaleFactor power of 2 used to scale {@code f}\n @return {@code f} &times; 2<sup>{@code scaleFactor}</sup>\n @since 1.6\n"
12341,class,java/lang/Long," The <code>Long</code> class wraps a value of the primitive type\n <code>long</code> in an object. An object of type <code>Long</code>\n contains a single field whose type is <code>long</code>.\n\n <p> \n\n In addition, this class provides several methods for converting a\n <code>long</code> to a <code>String</code> and a\n <code>String</code> to a <code>long</code>, as well as other\n constants and methods useful when dealing with a <code>long</code>.\n\n <p>Implementation note: The implementations of the "bit twiddling"\n methods (such as {@link #highestOneBit(long) highestOneBit} and\n {@link #numberOfTrailingZeros(long) numberOfTrailingZeros}) are\n based on material from Henry S. Warren, Jr.'s <i>Hacker's\n Delight</i>, (Addison Wesley, 2002).\n\n @author  Lee Boynton\n @author  Arthur van Hoff\n @author  Josh Bloch\n @version 1.83, 03/23/10\n @since   JDK1.0\n"
12342,method,java/lang/Long/toString/long;int," Returns a string representation of the first argument in the\n radix specified by the second argument.\n <p>\n If the radix is smaller than <code>Character.MIN_RADIX</code>\n or larger than <code>Character.MAX_RADIX</code>, then the radix\n <code>10</code> is used instead.\n <p>\n If the first argument is negative, the first element of the\n result is the ASCII minus sign <code>'-'</code>\n (<code>'&#92;u002d'</code>). If the first argument is not\n negative, no sign character appears in the result.\n <p>\n The remaining characters of the result represent the magnitude\n of the first argument. If the magnitude is zero, it is\n represented by a single zero character <code>'0'</code>\n (<code>'&#92;u0030'</code>); otherwise, the first character of\n the representation of the magnitude will not be the zero\n character.  The following ASCII characters are used as digits:\n <blockquote><pre>\n   0123456789abcdefghijklmnopqrstuvwxyz\n </pre></blockquote>\n These are <code>'&#92;u0030'</code> through\n <code>'&#92;u0039'</code> and <code>'&#92;u0061'</code> through\n <code>'&#92;u007a'</code>. If <code>radix</code> is\n <var>N</var>, then the first <var>N</var> of these characters\n are used as radix-<var>N</var> digits in the order shown. Thus,\n the digits for hexadecimal (radix 16) are\n <code>0123456789abcdef</code>. If uppercase letters are\n desired, the {@link java.lang.String#toUpperCase()} method may\n be called on the result:\n <blockquote><pre>\n Long.toString(n, 16).toUpperCase()\n </pre></blockquote>\n \n @param   i       a <code>long</code>to be converted to a string.\n @param   radix   the radix to use in the string representation.\n @return  a string representation of the argument in the specified radix.\n @see     java.lang.Character#MAX_RADIX\n @see     java.lang.Character#MIN_RADIX\n"
12343,method,java/lang/Long/toHexString/long," Returns a string representation of the <code>long</code>\n argument as an unsigned integer in base&nbsp;16.\n <p>\n The unsigned <code>long</code> value is the argument plus\n 2<sup>64</sup> if the argument is negative; otherwise, it is\n equal to the argument.  This value is converted to a string of\n ASCII digits in hexadecimal (base&nbsp;16) with no extra\n leading <code>0</code>s.  If the unsigned magnitude is zero, it\n is represented by a single zero character <code>'0'</code>\n (<code>'&#92;u0030'</code>); otherwise, the first character of\n the representation of the unsigned magnitude will not be the\n zero character. The following characters are used as\n hexadecimal digits:\n <blockquote><pre>\n 0123456789abcdef\n </pre></blockquote>\n These are the characters <code>'&#92;u0030'</code> through\n <code>'&#92;u0039'</code> and  <code>'&#92;u0061'</code> through\n <code>'&#92;u0066'</code>.  If uppercase letters are desired,\n the {@link java.lang.String#toUpperCase()} method may be called\n on the result:\n <blockquote><pre>\n Long.toHexString(n).toUpperCase()\n </pre></blockquote>\n\n @param   i   a <code>long</code> to be converted to a string.\n @return  the string representation of the unsigned <code>long</code>\n 		value represented by the argument in hexadecimal\n		(base&nbsp;16).\n @since   JDK 1.0.2\n"
12361,method,java/lang/Long/equals/Object," Compares this object to the specified object.  The result is\n <code>true</code> if and only if the argument is not\n <code>null</code> and is a <code>Long</code> object that\n contains the same <code>long</code> value as this object.\n\n @param   obj   the object to compare with.\n @return  <code>true</code> if the objects are the same;\n          <code>false</code> otherwise.\n"
12363,method,java/lang/Long/getLong/String;long," Determines the <code>long</code> value of the system property\n with the specified name.\n <p>\n The first argument is treated as the name of a system property.\n System properties are accessible through the {@link\n java.lang.System#getProperty(java.lang.String)} method. The\n string value of this property is then interpreted as a\n <code>long</code> value and a <code>Long</code> object\n representing this value is returned.  Details of possible\n numeric formats can be found with the definition of\n <code>getProperty</code>.\n <p>\n The second argument is the default value. A <code>Long</code> object\n that represents the value of the second argument is returned if there\n is no property of the specified name, if the property does not have\n the correct numeric format, or if the specified name is empty or null.\n <p>\n In other words, this method returns a <code>Long</code> object equal \n to the value of:\n <blockquote><code>\n getLong(nm, new Long(val))\n </code></blockquote>\n but in practice it may be implemented in a manner such as: \n <blockquote><pre>\n Long result = getLong(nm, null);\n return (result == null) ? new Long(val) : result;\n </pre></blockquote>\n to avoid the unnecessary allocation of a <code>Long</code> object when \n the default value is not needed. \n\n @param   nm    property name.\n @param   val   default value.\n @return  the <code>Long</code> value of the property.\n @see     java.lang.System#getProperty(java.lang.String)\n @see     java.lang.System#getProperty(java.lang.String, java.lang.String)\n"
12364,method,java/lang/Long/getLong/String;Long," Returns the <code>long</code> value of the system property with\n the specified name.  The first argument is treated as the name\n of a system property.  System properties are accessible through\n the {@link java.lang.System#getProperty(java.lang.String)}\n method. The string value of this property is then interpreted\n as a <code>long</code> value, as per the\n <code>Long.decode</code> method, and a <code>Long</code> object\n representing this value is returned.\n <p><ul>\n <li>If the property value begins with the two ASCII characters\n <code>0x</code> or the ASCII character <code>#</code>, not followed by \n a minus sign, then the rest of it is parsed as a hexadecimal integer\n exactly as for the method {@link #valueOf(java.lang.String, int)} \n with radix 16. \n <li>If the property value begins with the ASCII character\n <code>0</code> followed by another character, it is parsed as\n an octal integer exactly as by the method {@link\n #valueOf(java.lang.String, int)} with radix 8.\n <li>Otherwise the property value is parsed as a decimal\n integer exactly as by the method \n {@link #valueOf(java.lang.String, int)} with radix 10.\n </ul>\n <p>\n Note that, in every case, neither <code>L</code>\n (<code>'&#92;u004C'</code>) nor <code>l</code>\n (<code>'&#92;u006C'</code>) is permitted to appear at the end\n of the property value as a type indicator, as would be\n permitted in Java programming language source code.\n <p>\n The second argument is the default value. The default value is\n returned if there is no property of the specified name, if the\n property does not have the correct numeric format, or if the\n specified name is empty or <code>null</code>.\n\n @param   nm   property name.\n @param   val   default value.\n @return  the <code>Long</code> value of the property.\n @see     java.lang.System#getProperty(java.lang.String)\n @see java.lang.System#getProperty(java.lang.String, java.lang.String)\n @see java.lang.Long#decode\n"
12368,method,java/lang/Long/numberOfLeadingZeros/long," Returns the number of zero bits preceding the highest-order\n ("leftmost") one-bit in the two's complement binary representation\n of the specified <tt>long</tt> value.  Returns 64 if the\n specified value has no one-bits in its two's complement representation,\n in other words if it is equal to zero.\n\n <p>Note that this method is closely related to the logarithm base 2.\n For all positive <tt>long</tt> values x:\n <ul>\n <li>floor(log<sub>2</sub>(x)) = <tt>63 - numberOfLeadingZeros(x)</tt>\n <li>ceil(log<sub>2</sub>(x)) = <tt>64 - numberOfLeadingZeros(x - 1)</tt>\n </ul>\n\n @return the number of zero bits preceding the highest-order\n     ("leftmost") one-bit in the two's complement binary representation\n     of the specified <tt>long</tt> value, or 64 if the value\n     is equal to zero.\n @since 1.5\n"
12371,method,java/lang/Long/rotateLeft/long;int," Returns the value obtained by rotating the two's complement binary\n representation of the specified <tt>long</tt> value left by the\n specified number of bits.  (Bits shifted out of the left hand, or\n high-order, side reenter on the right, or low-order.)\n\n <p>Note that left rotation with a negative distance is equivalent to\n right rotation: <tt>rotateLeft(val, -distance) == rotateRight(val,\n distance)</tt>.  Note also that rotation by any multiple of 64 is a\n no-op, so all but the last six bits of the rotation distance can be\n ignored, even if the distance is negative: <tt>rotateLeft(val,\n distance) == rotateLeft(val, distance & 0x3F)</tt>.\n\n @return the value obtained by rotating the two's complement binary\n     representation of the specified <tt>long</tt> value left by the\n     specified number of bits.\n @since 1.5\n"
12372,method,java/lang/Long/rotateRight/long;int," Returns the value obtained by rotating the two's complement binary\n representation of the specified <tt>long</tt> value right by the\n specified number of bits.  (Bits shifted out of the right hand, or\n low-order, side reenter on the left, or high-order.)\n\n <p>Note that right rotation with a negative distance is equivalent to\n left rotation: <tt>rotateRight(val, -distance) == rotateLeft(val,\n distance)</tt>.  Note also that rotation by any multiple of 64 is a\n no-op, so all but the last six bits of the rotation distance can be\n ignored, even if the distance is negative: <tt>rotateRight(val,\n distance) == rotateRight(val, distance & 0x3F)</tt>.\n\n @return the value obtained by rotating the two's complement binary\n     representation of the specified <tt>long</tt> value right by the\n     specified number of bits.\n @since 1.5\n"
12382,class,java/lang/LinkageError," Subclasses of <code>LinkageError</code> indicate that a class has \n some dependency on another class; however, the latter class has \n incompatibly changed after the compilation of the former class. \n\n\n @author  Frank Yellin\n @version 1.15, 03/23/10\n @since   JDK1.0\n"
12387,class,java/lang/InterruptedException," Thrown when a thread is waiting, sleeping, or otherwise occupied,\n and the thread is interrupted, either before or during the activity.\n Occasionally a method may wish to test whether the current\n thread has been interrupted, and if so, to immediately throw\n this exception.  The following code can be used to achieve\n this effect:\n <pre>\n  if (Thread.interrupted())  // Clears interrupted status!\n      throw new InterruptedException();\n </pre>\n\n @author  Frank Yellin\n @version 1.18, 03/23/10\n @see     java.lang.Object#wait()\n @see     java.lang.Object#wait(long)\n @see     java.lang.Object#wait(long, int)\n @see     java.lang.Thread#sleep(long)\n @see     java.lang.Thread#interrupt()\n @see     java.lang.Thread#interrupted()\n @since   JDK1.0\n"
12390,class,java/lang/InternalError," Thrown to indicate some unexpected internal error has occurred in \n the Java Virtual Machine. \n\n @author  unascribed\n @version 1.23, 03/23/10\n @since   JDK1.0\n"
12393,class,java/lang/Integer," The <code>Integer</code> class wraps a value of the primitive type\n <code>int</code> in an object. An object of type\n <code>Integer</code> contains a single field whose type is\n <code>int</code>.\n\n  <p>\n \n In addition, this class provides several methods for converting an\n <code>int</code> to a <code>String</code> and a <code>String</code>\n to an <code>int</code>, as well as other constants and methods\n useful when dealing with an <code>int</code>.\n\n <p>Implementation note: The implementations of the "bit twiddling"\n methods (such as {@link #highestOneBit(int) highestOneBit} and\n {@link #numberOfTrailingZeros(int) numberOfTrailingZeros}) are\n based on material from Henry S. Warren, Jr.'s <i>Hacker's\n Delight</i>, (Addison Wesley, 2002).\n\n @author  Lee Boynton\n @author  Arthur van Hoff\n @author  Josh Bloch\n @version 1.94, 03/23/10\n @since JDK1.0\n"
