directive_Text,filePath,className,methodName,kind,,,,,,
Subclasses can override this to match differently. ,org/apache/commons/collections/list/AbstractLinkedList,AbstractLinkedList,isEqualValue,Method Overriding Directive,,,,,,
Subclasses can override this to record the change. ,org/apache/commons/collections/list/AbstractLinkedList,AbstractLinkedList,updateNode,Method Overriding Directive,,,,,,
Subclasses can override this to create a different class.,org/apache/commons/collections/list/AbstractLinkedList,AbstractLinkedList,createHeaderNode,Method Overriding Directive,,,,,,
Subclasses can override this to create a different class.,org/apache/commons/collections/list/AbstractLinkedList,AbstractLinkedList,createNode,Method Overriding Directive,,,,,,
Subclasses can override this to record the change. ,org/apache/commons/collections/list/CursorableLinkedList,CursorableLinkedList,updateNode,Method Overriding Directive,,,,,,
Override to transform the value when using setValue.,org/apache/commons/collections/map/TransformedMap,TransformedMap,checkSetValue,Method Overriding Directive,,,,,,
"Subclasses can override this, for example to use the identityHashCode.",org/apache/commons/collections/map/AbstractReferenceMap,AbstractReferenceMap,hashEntry,Method Overriding Directive,,,,,,
Subclasses may override if they have a specific field that must be present on read before this implementation will work. ,org/apache/commons/collections/map/AbstractReferenceMap,AbstractReferenceMap,doWriteObject,Method Overriding Directive,,,,,,
Subclasses may override if the subclass has a specific field that must be present before put() or calculateThreshold() will work correctly. ,org/apache/commons/collections/map/AbstractReferenceMap,AbstractReferenceMap,doReadObject,Method Overriding Directive,,,,,,
Subclasses can override this to perform alternate key conversions. ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,convertKey,Method Overriding Directive,,,,,,
Subclasses can override this to return alternate hash codes.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,hash,Method Overriding Directive,,,,,,
Subclasses can override this to match differently. @param key1 the first key to compare passed in from outside,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,isEqualKey,Method Overriding Directive,,,,,,
Subclasses can override this to match differently.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,isEqualValue,Method Overriding Directive,,,,,,
Subclasses can override this to return alternate bucketing,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,hashIndex,Method Overriding Directive,,,,,,
Subclasses could override to handle changes to the map.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,updateEntry,Method Overriding Directive,,,,,,
Subclasses could override to fully control adds to the map. ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,addMapping,Method Overriding Directive,,,,,,
"Subclasses can override this to return a different storage class, or implement caching. ",org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,createEntry,Method Overriding Directive,,,,,,
Subclasses could override to handle changes to the map.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,addEntry,Method Overriding Directive,,,,,,
Subclasses could override to fully control removals from the map. ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,removeMapping,Method Overriding Directive,,,,,,
Subclasses could override to handle changes to the map.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,removeEntry,Method Overriding Directive,,,,,,
Subclasses can override this to implement caching (override clear as well). ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,destroyEntry,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,createEntrySetIterator,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,createKeySetIterator,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties.,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,createValuesIterator,Method Overriding Directive,,,,,,
This method must be overridden if a subclass must be setup before put() is used. ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,doWriteObject,Method Overriding Directive,,,,,,
This method must be overridden if a subclass must be setup before put() is used. ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,doReadObject,Method Overriding Directive,,,,,,
Subclasses may override if the subclass has a specific field that must be present before put() or calculateThreshold() will work correctly. ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,doReadObject,Method Overriding Directive,,,,,,
Subclasses may override if they have a specific field that must be present on read before this implementation will work. ,org/apache/commons/collections/map/AbstractHashedMap,AbstractHashedMap,doWriteObject,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties,org/apache/commons/collections/map/AbstractLinkedMap,AbstractLinkedMap,createEntrySetIterator,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties. ,org/apache/commons/collections/map/AbstractLinkedMap,AbstractLinkedMap,createKeySetIterator,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties. ,org/apache/commons/collections/map/AbstractLinkedMap,AbstractLinkedMap,createValuesIterator,Method Overriding Directive,,,,,,
This method can be overridden to perform your own processing instead of using the factory. ,org/apache/commons/collections/map/MultiValueMap,MultiValueMap,createCollection,Method Overriding Directive,,,,,,
This can be overridden by subclasses to provide a different map implementation. ,org/apache/commons/collections/map/Flat3Map,Flat3Map,createDelegateMap,Method Overriding Directive,,,,,,
Override to validate an object set into the map via setValue.,org/apache/commons/collections/map/PredicatedMap,PredicatedMap,checkSetValue,Method Overriding Directive,,,,,,
This method exists for subclasses to override. A subclass may wish to provide cleanup of resources when an entry is removed. ,org/apache/commons/collections/map/LRUMap,LRUMap,removeLRU,Method Overriding Directive,,,,,,
however subclasses may override this. ,org/apache/commons/collections/keyvalue/DefaultKeyValue,DefaultKeyValue,hashCode,Method Overriding Directive,,,,,,
Override to transform the value when using setValue. ,org/apache/commons/collections/splitmap/TransformedMap,TransformedMap,checkSetValue,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties. ,org/apache/commons/collections/bidimap/AbstractDualBidiMap,AbstractDualBidiMap,createKeySetIterator,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties.,org/apache/commons/collections/bidimap/AbstractDualBidiMap,AbstractDualBidiMap,createValuesIterator,Method Overriding Directive,,,,,,
Subclasses can override this to return iterators with different properties.,org/apache/commons/collections/bidimap/AbstractDualBidiMap,AbstractDualBidiMap,createEntrySetIterator,Method Overriding Directive,,,,,,
Override toList(Enumeration) for StringTokenizer as it implements Enumeration for the sake of backward compatibility.,org/apache/commons/collections/EnumerationUtils,EnumerationUtils,toList,Method Overriding Directive,,,,,,
 Your subclasses must override two methods: handleGetObject and getKeys().\n,java,java,util,Method Overriding Directive,,,,,,
Implementors must override the nine abstract service-provider interface (SPI) methods: ,java/util,util,prefs,Method Overriding Directive,,,,,,
"Subclasses must override getContents and provide an array, where each item in the array is a pair of objects.",java,java,util,Method Overriding Directive,,,,,,
"To implement a modifiable collection, the programmer must additionally override this class's add method (which otherwise throws an UnsupportedOperationException),",java,java,util,Method Overriding Directive,,,,,,
"Subclasses should override this, as this is used by all other methods.",java/util/Random,Random,next,Method Overriding Directive,,,,,,
 Other subclasses should also provide overrides of this function that do the right thing. ,java/util/Calendar,Calendar,roll,Method Overriding Directive,,,,,,
"Subclasses should, if possible, override this with a more efficient implementation - in many cases, they can simply return getMinimum().",java/util/Calendar,Calendar,getActualMinimum,Method Overriding Directive,,,,,,
"Subclasses should, if possible, override this with a more efficient implementation.",java/util/Calendar,Calendar,getActualMaximum,Method Overriding Directive,,,,,,
many implementations will override this method.,java/util/AbstractMap,AbstractMap,get,Method Overriding Directive,,,,,,
May be overidden by handlers for other protocols that have different requirements for equals().,java/net/URLStreamHandler,URLStreamHandler,equals,Method Overriding Directive,,,,,,
May be overidden by handlers for other protocols that have different requirements for hashCode calculation. ,java/net/URLStreamHandler,URLStreamHandler,hashCode,Method Overriding Directive,,,,,,
"Subclasses must define the protected methods that change this state, and which define what that state means in terms of this object being acquired or released. ",java/util/concurrent,concurrent,locks,Method Overriding Directive,,,,,,
"A Queue implementation that extends this class must minimally define a method {@link Queue#offer} which does not permit insertion of null elements, along with methods {@link Queue#peek}, {@link Queue#poll}, {@link Collection#size}, and a {@link Collection#iterator} supporting {@link Iterator#remove}.",java,java,util,Method Overriding Directive,,,,,,
It is recommended that subclasses override this method.,java/security/cert/X509Certificate,X509Certificate,getSubjectX500Principal,Method Overriding Directive,,,,,,
It is recommended that subclasses override this method.,java/security/cert/X509Certificate,X509Certificate,getIssuerX500Principal,Method Overriding Directive,,,,,,
 It is recommended that subclasses override this method.,java/security/cert/X509CRL,X509CRL,getIssuerX500Principal,Method Overriding Directive,,,,,,
 Most implementations will probably choose to override this method for efficiency. ,java/util/AbstractCollection,AbstractCollection,clear,Method Overriding Directive,,,,,,
Classes for that connection type can override this method and short-circuit the parsing.,java/net/URLConnection,URLConnection,getHeaderFieldDate,Method Overriding Directive,,,,,,
 This can be overriden in a subclass. ,java/text/RuleBasedCollator,RuleBasedCollator,compare,Method Overriding Directive,,,,,,
This method is meant to be overidden by handlers with default port numbers. ,java/net/URLStreamHandler,URLStreamHandler,getDefaultPort,Method Overriding Directive,,,,,,
 It can be overriden in a subclass. ,java/text/RuleBasedCollator,RuleBasedCollator,getCollationKey,Method Overriding Directive,,,,,,
 Subclasses may override this method to invoke completion callbacks or perform bookkeeping. ,java/util/concurrent/FutureTask,FutureTask,done,Method Overriding Directive,,,,,,
Subclasses are encouraged to provide a more efficient implementation of this method. ,java/io/InputStream,InputStream,read,Method Overriding Directive,,,,,,
 Many implementations will override this method for efficiency. ,java/util/AbstractList,AbstractList,addAll,Method Overriding Directive,,,,,,
Subclasses are encouraged to override this method and provide a more efficient implementation. ,java/io/OutputStream,OutputStream,write,Method Overriding Directive,,,,,,
Subclasses are encouraged to provide a more efficient implementation of this method. ,java/io/InputStream,InputStream,skip,Method Overriding Directive,,,,,,
Note: This default is incorrect but cannot be changed in order not to break any existing clients. Subclasses should overwrite this method and use {@link #getIndentPrefixesForTab(int)} if applicable.,org/eclipse/jface/text/source/SourceViewerConfiguration,SourceViewerConfiguration,getIndentPrefixes,Method Overriding Directive,,,,,,
Applications can override this method in subclasses of ThreadGroup to provide alternative handling of uncaught exceptions. ,java/lang/ThreadGroup,ThreadGroup,uncaughtException,Method Overriding Directive,,,,,,
The class FilterInputStream itself simply overrides all methods of InputStream with versions that pass all requests to the contained input stream. Subclasses of FilterInputStream may further override some of these methods and may also provide additional methods and fields.,java,java,io,Method Overriding Directive,,,,,,
"This method may be overridden, though it typically isn't necessary or desirable.",java/lang/Enum,Enum,toString,Method Overriding Directive,,,,,,
" Typically, additional methods will be overridden as well.",java,java,util,Method Overriding Directive,,,,,,
"The implementor may, at his discretion, override one or more of the concrete methods if the default implementation is unsatisfactory for any reason, such as performance. ",java/util,util,prefs,Method Overriding Directive,,,,,,
 Override this method in subclass implementations for faster handling.,java/util/ResourceBundle,ResourceBundle,handleKeySet,Method Overriding Directive,,,,,,
 Subclasses typically do not override method.\n,org/eclipse/jface/dialogs/PopupDialog,PopupDialog,showDialogMenu,Method Overriding Directive,,,,,,
" Clients may call this framework method, but should not override it. ",org/eclipse/jface/dialogs/DialogPage,DialogPage,convertHeightInCharsToPixels,Method Overriding Directive,,,,,,
" Clients may call this framework method, but should not override it. ",org/eclipse/jface/dialogs/DialogPage,DialogPage,convertHorizontalDLUsToPixels,Method Overriding Directive,,,,,,
" Clients may call this framework method, but should not override it. ",org/eclipse/jface/dialogs/DialogPage,DialogPage,convertVerticalDLUsToPixels,Method Overriding Directive,,,,,,
" Clients may call this framework method, but should not override it. ",org/eclipse/jface/dialogs/DialogPage,DialogPage,convertWidthInCharsToPixels,Method Overriding Directive,,,,,,
 This method may only be called after initializeDialogUnits has been called. ,org/eclipse/jface/dialogs/Dialog,Dialog,convertHeightInCharsToPixels,Method Overriding Directive,,,,,,
" Clients may call this framework method, but should not override it. ",org/eclipse/jface/dialogs/Dialog,Dialog,convertHorizontalDLUsToPixels,Method Overriding Directive,,,,,,
" Clients may call this framework method, but should not override it. ",org/eclipse/jface/dialogs/Dialog,Dialog,convertVerticalDLUsToPixels,Method Overriding Directive,,,,,,
" Clients may call this framework method, but should not override it. ",org/eclipse/jface/dialogs/Dialog,Dialog,convertWidthInCharsToPixels,Method Overriding Directive,,,,,,
This method is not intended to be overridden by subclasses. ,org/eclipse/jface/text/AbstractInformationControl,AbstractInformationControl,removeFocusListener,Method Overriding Directive,,,,,,
 This method is not intended to be overridden by subclasses.\n,org/eclipse/jface/text/AbstractInformationControl,AbstractInformationControl,addFocusListener,Method Overriding Directive,,,,,,
Clients should not override it. ,org/eclipse/jface/dialogs/Dialog,Dialog,getButtonBar,Method Overriding Directive,,,,,,
Subclasses are not expected to override this method. ,org/eclipse/jface/action/SubContributionManager,SubContributionManager,itemAdded,Method Overriding Directive,,,,,,
Subclasses are not expected to override this method. ,org/eclipse/jface/action/SubContributionManager,SubContributionManager,itemRemoved,Method Overriding Directive,,,,,,
"Subclasses typically need not override this method,",org/eclipse/jface/dialogs/PopupDialog,PopupDialog,createTitleMenuArea,Method Overriding Directive,,,,,,
This method is not intended to be overridden by subclasses. ,org/eclipse/jface/text/AbstractInformationControl,AbstractInformationControl,isFocusControl,Method Overriding Directive,,,,,,
"Subclassers should call setShellStyle to change this value, rather than overriding this method. ",org/eclipse/jface/window/Window,Window,getShellStyle,Method Overriding Directive,,,,,,
Standard customers should not overwrite this method but {@link #getValue(Object)},org/eclipse/jface/viewers/EditingSupport,EditingSupport,initializeCellEditorValue,Method Overriding Directive,,,,,,
"Standard customers should not overwrite this method but {@link #setValue(Object, Object)} ",org/eclipse/jface/viewers/EditingSupport,EditingSupport,saveCellEditorValue,Method Overriding Directive,,,,,,
This method is not intended to be overridden by subclasses. ,org/eclipse/jface/viewers/AbstractTreeViewer,AbstractTreeViewer,isSameSelection,Method Overriding Directive,,,,,,
This method is not intended to be overridden by subclasses. ,org/eclipse/jface/viewers/ColumnViewer,ColumnViewer,isBusy,Method Overriding Directive,,,,,,
This method is not intended to be overridden by subclasses. ,org/eclipse/jface/viewers/ColumnViewer,ColumnViewer,setBusy,Method Overriding Directive,,,,,,
This method is not intended to be overridden by subclasses. ,org/eclipse/jface/viewers/ColumnViewer,ColumnViewer,checkBusy,Method Overriding Directive,,,,,,
@nooverride This method is not intended to be re-implemented or extended by clients. ,org/eclipse/jface/text/AbstractHoverInformationControlManager,AbstractHoverInformationControlManager,getInternalAccessor,Method Overriding Directive,,,,,,
@nooverride This method is not intended to be re-implemented or extended by clients. ,org/eclipse/jface/text/AbstractInformationControlManager,AbstractInformationControlManager,getInternalAccessor,Method Overriding Directive,,,,,,
@nooverride This method is not intended to be re-implemented or extended by clients. ,org/eclipse/jface/text/source/AnnotationBarHoverManager,AnnotationBarHoverManager,getInternalAccessor,Method Overriding Directive,,,,,,
Clients should not override it. ,org/eclipse/jface/dialogs/Dialog,Dialog,convertHeightInCharsToPixels,Method Overriding Directive,,,,,,
Clients should not override it. ,org/eclipse/jface/dialogs/Dialog,Dialog,getDialogArea,Method Overriding Directive,,,,,,
Clients should not override it. ,org/eclipse/jface/preference/FieldEditor,FieldEditor,convertHorizontalDLUsToPixels,Method Overriding Directive,,,,,,
Clients should not override it. ,org/eclipse/jface/preference/FieldEditor,FieldEditor,convertVerticalDLUsToPixels,Method Overriding Directive,,,,,,
This method is not intended to be referenced or overridden by clients. ,org/eclipse/jface/text/source/AnnotationBarHoverManager,AnnotationBarHoverManager,getInternalAccessor,Method Overriding Directive,,,,,,
Do neither call nor override. ,org/eclipse/jface/text/templates/TemplateCompletionProcessor,TemplateCompletionProcessor,createProposal,Method Overriding Directive,,,,,,
Note: This method is not intended to be referenced or overridden by clients.,org/eclipse/jface/text/AbstractHoverInformationControlManager,AbstractHoverInformationControlManager,getInternalAccessor,Method Overriding Directive,,,,,,
This method is internal to the framework; it should not be implemented outside the framework.,org/eclipse/jface/util/OpenStrategy,OpenStrategy,getOpenMethod,Method Overriding Directive,,,,,,
 This method is internal to the framework; it should not be implemented outside the framework.,org/eclipse/jface/util/OpenStrategy,OpenStrategy,setOpenMethod,Method Overriding Directive,,,,,,
 Note: This method is not intended to be referenced or overridden by clients.,org/eclipse/jface/text/AbstractInformationControlManager,AbstractInformationControlManager,getInternalAccessor,Method Overriding Directive,,,,,,
"Subclasses may extend this IContributionManager method, but must call super.update",org/eclipse/jface/action/CoolBarManager,CoolBarManager,update,Method Extension Directive,,,,,,
Subclassesmust call super.itemAdded,org/eclipse/jface/action/CoolBarManager,CoolBarManager,itemAdded,Method Extension Directive,,,,,,
Subclasses must call super.itemRemoved,org/eclipse/jface/action/CoolBarManager,CoolBarManager,itemRemoved,Method Extension Directive,,,,,,
Subclasses should call the super implementation,org/eclipse/jface/viewers/BaseLabelProvider,BaseLabelProvider,dispose,Method Extension Directive,,,,,,
Subclasses should always call super.getForegroundColorExclusions to aggregate the list.,org/eclipse/jface/dialogs/PopupDialog,PopupDialog,getForegroundColorExclusions,Method Extension Directive,,,,,,
Subclasses should always call super.getBackgroundColorExclusions to aggregate the list.,org/eclipse/jface/dialogs/PopupDialog,PopupDialog,getBackgroundColorExclusions,Method Extension Directive,,,,,,
Subclasses must call the super implementation. ,org/eclipse/jface/viewers/ViewerColumn,ViewerColumn,handleDispose,Method Extension Directive,,,,,,
Subclasses must call the super implementationcall ,org/eclipse/jface/viewers/ViewerColumn,ViewerColumn,setEditingSupport,Method Extension Directive,,,,,,
Subclasses must call the super implementation. ,org/eclipse/jface/viewers/ViewerColumn,ViewerColumn,setEditingSupport,Method Extension Directive,,,,,,
Subclasses should call the super implementation (which at this time is empty but may be changed in the future),org/eclipse/jface/viewers/CellLabelProvider,CellLabelProvider,initialize,Method Extension Directive,,,,,,
Subclasses should call the super implementation,org/eclipse/jface/viewers/CellLabelProvider,CellLabelProvider,dispose,Method Extension Directive,,,,,,
Subclasses should call super.buttonPressed if the default handling of the ok and cancel buttons is desired. ,org/eclipse/jface/dialogs/Dialog,Dialog,buttonPressed,Method Extension Directive,,,,,,
Subclasses should call super.performDefaults. ,org/eclipse/jface/preference/PreferencePage,PreferencePage,performDefaults,Method Extension Directive,,,,,,
"Subclasses should either call the super implementation or, alternatively, {@link #initialize(ColumnViewer, ViewerColumn, boolean)}",org/eclipse/jface/viewers/OwnerDrawLabelProvider,OwnerDrawLabelProvider,initialize,Method Extension Directive,,,,,,
Subclasses should not call the super implementation.,org/eclipse/jface/viewers/OwnerDrawLabelProvider,OwnerDrawLabelProvider,erase,Method Extension Directive,,,,,,
"f override this, be sure to call super. ",javax/swing/colorchooser/AbstractColorChooserPanel,AbstractColorChooserPanel,uninstallChooserPanel,Method Extension Directive,,,,,,
Subclasses which override this method should make sure they call super,org/apache/commons/collections/list/AbstractLinkedList,AbstractLinkedList,init,Method Extension Directive,,,,,,
Subclasses call super.dispose,org/eclipse/jface/preference/FieldEditorPreferencePage,FieldEditorPreferencePage,dispose,Method Extension Directive,,,,,,
"If you override this, be sure to call super.",javax/swing/colorchooser/AbstractColorChooserPanel,AbstractColorChooserPanel,installChooserPanel,Method Extension Directive,,,,,,
All pages should call super.doComputeSize.,org/eclipse/jface/preference/PreferencePage,PreferencePage,doComputeSize,Method Extension Directive,,,,,,
Code overriding this method should call super.removeNotify as the first line of the overriding method.,java/awt/Component,Component,removeNotify,Method Extension Directive,,,,,,
Any subclass of RequiredModelMBean overloading or overriding this method should call super.postDeregister(),javax/management/modelmbean/RequiredModelMBean,RequiredModelMBean,postDeregister,Method Extension Directive,,,,,,
Subclasses may wish to conditionally call super with a different location,javax/swing/text/NavigationFilter,NavigationFilter,setDot,Method Extension Directive,,,,,,
Subclasses may wish to conditionally call super with a different location,javax/swing/text/NavigationFilter,NavigationFilter,moveDot,Method Extension Directive,,,,,,
applications that override this method should either call super.update(g) or incorporate the functionality described above into their own code,java/awt/Canvas,Canvas,update,Method Extension Directive,,,,,,
Any subclass of RequiredModelMBean overloading or overriding this method should call super.postRegister(registrationDone),javax/management/modelmbean/RequiredModelMBean,RequiredModelMBean,postRegister,Method Extension Directive,,,,,,
Any subclass of RequiredModelMBean overloading or overriding this method should call super.preDeregister(),javax/management/modelmbean/RequiredModelMBean,RequiredModelMBean,preDeregister,Method Extension Directive,,,,,,
Subclasses may call super as in the following example,org/eclipse/jface/dialogs/PopupDialog,PopupDialog,createDialogArea,Method Extension Directive,,,,,,
Subclasses of Component that override this method need not call super.paint(g). ,java/awt/Component,Component,paint,Method Extension Directive,,,,,,
Applications that override this method need not call super.paint(g),java/awt/Canvas,Canvas,paint,Method Extension Directive,,,,,,
To conditionally drag from certain areas subclass mousePressed and call super when you wish the dragging to begin. ,javax/swing/plaf,plaf,basic,Method Extension Directive,,,,,,
"Subclasses of Component that override this method should either call super.update(g), or call paint(g) directly from their update method. ",java/awt/Component,Component,update,Method Extension Directive,,,,,,
"Any subclass of RequiredModelMBean overloading or overriding this method should call super.preRegister(server, name)",javax/management/modelmbean/RequiredModelMBean,RequiredModelMBean,preRegister,Method Extension Directive,,,,,,
Subclasses can override or extend.,org/eclipse/jface/text/AbstractInformationControl,AbstractInformationControl,setFocus,Method Extension Directive,,,,,,
Subclasses can override or extend.,org/eclipse/jface/text/AbstractInformationControl,AbstractInformationControl,computeSizeConstraints,Method Extension Directive,,,,,,
They should also extend {@link #computeTrim()} if they create a content area with additional trim (e.g. scrollbars) ,org/eclipse/jface,jface,text,Method Extension Directive,,,,,,
Subclasses should extend the doComputeSize framework method to compute the size of the page's control.,org/eclipse/jface,jface,preference,Method Extension Directive,,,,,,
close- extend to free other SWT resources,org/eclipse/jface,jface,window,Method Extension Directive,,,,,,
extend addPages,org/eclipse/jface,jface,wizard,Method Extension Directive,,,,,,
extend dispose,org/eclipse/jface,jface,wizard,Method Extension Directive,,,,,,
Subclasses should extend this method if the wizard instance maintains addition SWT resource that need to be disposed.,org/eclipse/jface/wizard/Wizard,Wizard,dispose,Method Extension Directive,,,,,,
Subclasses should extend if extra pages need to be added before the wizard opens.,org/eclipse/jface/wizard/Wizard,Wizard,addPages,Method Extension Directive,,,,,,
Subclasses can extend this method to add additional trim,org/eclipse/jface/text/AbstractInformationControl,AbstractInformationControl,computeTrim,Method Extension Directive,,,,,,
"if overriding in a subclass, super.getContentProvider must be invoked. ",org/eclipse/jface/viewers/ContentViewer,ContentViewer,getContentProvider,Method Extension Directive,,,,,,
" however, super.hookControl must be invoked.",org/eclipse/jface/viewers/ContentViewer,ContentViewer,hookControl,Method Extension Directive,,,,,,
super.setContentProvider must be invoked. ,org/eclipse/jface/viewers/ContentViewer,ContentViewer,setContentProvider,Method Extension Directive,,,,,,
super.setLabelProvider must be invoked.,org/eclipse/jface/viewers/ContentViewer,ContentViewer,setLabelProvider,Method Extension Directive,,,,,,
 super.updateSelection must be invoked.,org/eclipse/jface/viewers/StructuredViewer,StructuredViewer,updateSelection,Method Extension Directive,,,,,,
super.getLabelProvider must be invoked. ,org/eclipse/jface/viewers/ContentViewer,ContentViewer,getLabelProvider,Method Extension Directive,,,,,,
overriding methods must invoke super.handleDispose,org/eclipse/jface/viewers/ContentViewer,ContentViewer,handleDispose,Method Extension Directive,,,,,,
isPageComplete - may be extended ,org/eclipse/jface,jface,wizard,Method Extension Directive,,,,,,
setDescription - may be extended ,org/eclipse/jface,jface,wizard,Method Extension Directive,,,,,,
setTitle - may be extended ,org/eclipse/jface,jface,wizard,Method Extension Directive,,,,,,
dispose - may be extended to dispose additional allocated SWT resources,org/eclipse/jface,jface,wizard,Method Extension Directive,,,,,,
 This method may be extended (super.close must be called). ,org/eclipse/jface/dialogs/PopupDialog,PopupDialog,close,Method Extension Directive,,,,,,
"If this method is overridden, then super.checkAccess should be called by the first statement in the overridden method, or the equivalent security check should be placed in the overridden method.",java/lang/SecurityManager,SecurityManager,checkAccess,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkSecurityAccess at the point the overridden method would normally throw an exception. ",java/lang/SecurityManager,SecurityManager,checkSecurityAccess,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkCreateClassLoader at the point the overridden method would normally throw an exception. ",java/lang/SecurityManager,SecurityManager,checkCreateClassLoader,Method Extension Directive,,,,,,
"If this method is overridden, then super.checkAccess should be called by the first statement in the overridden method, or the equivalent security check should be placed in the overridden method.",java/lang/SecurityManager,SecurityManager,checkAccess,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkPrintJobAccess at the point the overridden method would normally throw an exception. ",java/lang/SecurityManager,SecurityManager,checkPrintJobAccess,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkSystemClipboardAccess at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkSystemClipboardAccess,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkAwtEventQueueAccess at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkAwtEventQueueAccess,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkTopLevelWindow at the point the overridden method would normally return false, and the value of super.checkTopLevelWindow should be returned. ",java/lang/SecurityManager,SecurityManager,checkTopLevelWindow,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkRead at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkRead,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkRead at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkRead,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkWrite at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkWrite,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkWrite at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkWrite,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkDelete at the point the overridden method would normally throw an exception",java/lang/SecurityManager,SecurityManager,checkDelete,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkListen at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkListen,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkMulticast at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkMulticast,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkPropertiesAccess at the point the overridden method would normally throw an exception. ",java/lang/SecurityManager,SecurityManager,checkPropertiesAccess,Method Extension Directive,,,,,,
This framework method may be extended (super.close must be called). ,org/eclipse/jface/window/Window,Window,close,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkExit at the point the overridden method would normally throw an exception. @param status the exit status.",java/lang/SecurityManager,SecurityManager,checkExit,Method Extension Directive,,,,,,
"Subclasses typically need not override this method, but may extend it (calling super.saveDialogBounds if additional bounds information should be stored.",org/eclipse/jface/dialogs/PopupDialog,PopupDialog,saveDialogBounds,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkConnect at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkConnect,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkAccept at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkAccept,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkMulticast at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkMulticast,Method Extension Directive,,,,,,
"If you override this method, then you should make a call to super.checkPropertyAccess at the point the overridden method would normally throw an exception.",java/lang/SecurityManager,SecurityManager,checkPropertyAccess,Method Extension Directive,,,,,,
"If this method is overridden, then super.checkPackageAccess should be called as the first line in the overridden method. @param pkg the package name.",java/lang/SecurityManager,SecurityManager,checkPackageAccess,Method Extension Directive,,,,,,
"If this method is overridden, then super.checkPackageDefinition should be called as the first line in the overridden method. ",java/lang/SecurityManager,SecurityManager,checkPackageDefinition,Method Extension Directive,,,,,,
